name,country,age,wealth,source,year
Neil Bluhm,United States,78,3.4,Real Estate,2016
John Catsimatidis,United States,67,3.4,"Oil, Real Estate",2016
Giuseppe De'Longhi,Italy,76,3.4,Coffee Makers,2016
Abilio dos Santos Diniz,Brazil,79,3.4,Retail,2016
Pansy Ho,Hong Kong,53,3.4,Casinos,2016
Michel Leclercq,France,76,3.4,Sporting Goods,2016
Elisabeth Mohn,Germany,75,3.4,Media,2016
Pang Kang,China,60,3.4,Soy Sauce Maker,2016
Qiu Guanghe,China,64,3.4,Apparel Retail,2016
Mitchell Rales,United States,59,3.4,"Manufacturing, Investments",2016
Paolo & Gianfelice Mario Rocca,Italy,n/a,3.4,Pipe Manufacturing,2016
Lynn Schusterman,United States,77,3.4,"Oil & Gas, Investments",2016
Friede Springer,Germany,73,3.4,Publishing,2016
Sun Piaoyang,China,57,3.4,Pharmaceuticals,2016
Jeff Sutton,United States,56,3.4,Real Estate,2016
Russ Weiner,United States,45,3.4,Energy Drinks,2016
Marc Benioff,United States,51,3.3,Business Software,2016
Nathan Blecharczyk,United States,32,3.3,Airbnb,2016
Bubba Cathy,United States,61,3.3,Chick-Fil-A,2016
Dan Cathy,United States,63,3.3,Chick-Fil-A,2016
David Cheriton,Canada,64,3.3,Google,2016
Brian Chesky,United States,34,3.3,Airbnb,2016
"Edward DeBartolo, Jr.",United States,69,3.3,Shopping Centers,2016
John Gandel,Australia,81,3.3,Shopping Malls,2016
Rosa Anna Magno Garavoglia,Italy,n/a,3.3,Spirits,2016
Joe Gebbia,United States,34,3.3,Airbnb,2016
Tom Gores,United States,51,3.3,Private Equity,2016
Jeff Greene,United States,61,3.3,"Real Estate, Investments",2016
Jiang Bin,China,49,3.3,Acoustic Components,2016
H. Fisk Johnson,United States,57,3.3,Cleaning Products,2016
Imogene Powers Johnson,United States,86,3.3,Cleaning Products,2016
S. Curtis Johnson,United States,60,3.3,Cleaning Products,2016
Helen Johnson-Leipold,United States,59,3.3,Cleaning Products,2016
Winnie Johnson-Marquart,United States,56,3.3,Cleaning Products,2016
Erich Kellerhals,Germany,77,3.3,Electronics Retailer,2016
Ma Jianrong,China,52,3.3,"Textiles, Apparel",2016
Bernard Marcus,United States,86,3.3,Home Depot,2016
Clayton Mathile,United States,75,3.3,Pet Food,2016
Robert McNair,United States,79,3.3,"Energy, Sports",2016
Alain Merieux,France,78,3.3,Pharmaceuticals,2016
Jorge Perez,United States,66,3.3,Condos,2016
Qi Shi,China,46,3.3,Financial Information,2016
Teddy Sagi,Israel,44,3.3,Gambling Software,2016
Joan Tisch,United States,90,3.3,Diversified,2016
Martin Viessmann,Germany,62,3.3,Heating Equipment,2016
Andreas von Bechtolsheim,Germany,60,3.3,Google,2016
Zhang Guiping,China,64,3.3,Real Estate,2016
Zhu Gongshan,China,58,3.3,Solar Panel Materials,2016
"Austen Cargill, II.",United States,65,3.2,Cargill,2016
"James Cargill, II.",United States,66,3.2,Cargill,2016
Leon G. Cooperman,United States,72,3.2,Hedge Funds,2016
Mark Cuban,United States,57,3.2,Online Media,2016
Bernard Ecclestone,United Kingdom,85,3.2,Formula One,2016
Zarakh Iliev,Russia,49,3.2,Real Estate,2016
Bachtiar Karim,Indonesia,59,3.2,Manufacturing,2016
Daryl Katz,Canada,54,3.2,Pharmacies,2016
Li Hejun,China,48,3.2,Renewable Energy,2016
Marianne Liebmann,United States,62,3.2,Cargill,2016
God Nisanov,Russia,43,3.2,Real Estate,2016
Kevin Plank,United States,43,3.2,Under Armour,2016
Anthony Pritzker,United States,55,3.2,"Hotels, Investments",2016
Jay Robert (J.B.) Pritzker,United States,51,3.2,"Hotels, Investments",2016
Renzo Rosso,Italy,60,3.2,Fashion Retail,2016
Hussain Sajwani,United Arab Emirates,63,3.2,Real Estate,2016
Thomas Schmidheiny,Switzerland,70,3.2,Cement,2016
Shaul Shani,Israel,61,3.2,Telecom,2016
Andreas Struengmann,Germany,66,3.2,Pharmaceuticals,2016
Thomas Struengmann,Germany,66,3.2,Pharmaceuticals,2016
Wu Yajun,China,52,3.2,Real Estate,2016
Yang Kai,China,59,3.2,Dairy Products,2016
Abdulla Al Futtaim,United Arab Emirates,n/a,3.1,"Auto Dealers, Investments",2016
Kapil & Rahul Bhatia,India,n/a,3.1,Airlines,2016
Pollyanna Chu,Hong Kong,57,3.1,Financial Services,2016
Ken Fisher,United States,65,3.1,Money Management,2016
Jaime Gilinski Bacal,Colombia,58,3.1,Banking,2016
Andreas Halvorsen,Norway,54,3.1,Hedge Funds,2016
Indu Jain,India,79,3.1,Media,2016
Samvel Karapetyan,Russia,50,3.1,Development,2016
Barry Lam,Taiwan,66,3.1,Computers,2016
Lars Larsen,Denmark,67,3.1,Retail,2016
Samuel Tak Lee,Hong Kong,76,3.1,Real Estate,2016
John Overdeck,United States,46,3.1,Hedge Funds,2016
Issad Rebrab,Algeria,72,3.1,Food,2016
J. Christopher Reyes,United States,62,3.1,Food Distribution,2016
Jude Reyes,United States,60,3.1,Food Distribution,2016
David Siegel,United States,54,3.1,Hedge Funds,2016
Frederick Smith,United States,71,3.1,Fedex,2016
Donald Sterling,United States,80,3.1,Real Estate,2016
Juan-Miguel Villar Mir,Spain,84,3.1,Construction,2016
Roger Wang,United States,67,3.1,Retail,2016
Stephen Bisciotti,United States,55,3,"Outsourcing, Football",2016
Chey Tae-Won,South Korea,55,3,Computer Services/Telecoms,2016
Chung Eui-Sun,South Korea,45,3,Logistics,2016
David Consunji,Philippines,94,3,Construction,2016
Jack Dangermond,United States,70,3,Mapping Software,2016
Rafael Del Pino y Calvo-Sotelo,Spain,57,3,Construction,2016
Dagmar Dolby,United States,74,3,Dolby Laboratories,2016
Bennett Dorrance,United States,70,3,Campbell Soup,2016
Isabel dos Santos,Angola,42,3,Investments,2016
Tilman Fertitta,United States,58,3,"Restaurants, Casinos",2016
Bernard Fraisse,France,59,3,Pharmaceuticals,2016
"Amos Hostetter, Jr.",United States,79,3,Cable Television,2016
Liu Yiqian,China,52,3,Investments,2016
Luo Jye,Taiwan,90,3,Tires,2016
Sudhir & Samir Mehta,India,n/a,3,Diversified,2016
Jorge Moll Filho,Brazil,71,3,Hospitals,2016
Erwin Franz Mueller,Germany,83,3,Drug Stores,2016
Michael Platt,United Kingdom,47,3,Hedge Funds,2016
"David Rockefeller, Sr.",United States,100,3,"Oil, Banking",2016
Chanchai Ruayrungruang,China,62,3,Real Estate,2016
Naguib Sawiris,Egypt,61,3,Telecom,2016
Stephan Schmidheiny,Switzerland,68,3,Investments,2016
Andrew Tan,Philippines,63,3,Diversified,2016
Tony Tan Caktiong,Philippines,63,3,Fast Food,2016
Oprah Winfrey,United States,62,3,TV Shows,2016
Ye Chenghai,Hong Kong,72,3,Pharmaceuticals,2016
Kunio Busujima,Japan,90,2.9,Pachinko Machines,2016
John Paul DeJoria,United States,72,2.9,"Hair Products, Tequila",2016
Lindsay Fox,Australia,78,2.9,Logistics/Real Estate,2016
Peter Hargreaves,United Kingdom,69,2.9,Financial Services,2016
Erivan Haub,Germany,83,2.9,Retail,2016
Huang Rulun,China,64,2.9,Real Estate,2016
Dmitry Kamenshchik,Russia,47,2.9,Airport,2016
Guenther Lehmann,Germany,n/a,2.9,Drug Stores,2016
Lu Xiangyang,China,53,2.9,"Automobiles, Batteries",2016
Alexander Nesis,Russia,53,2.9,"Metals, Banking, Fertilizers",2016
Ravi Pillai,India,62,2.9,Construction,2016
"Wilbur Ross, Jr.",United States,78,2.9,Investments,2016
Dirk Rossmann,Germany,69,2.9,Drugstore Chain,2016
Howard Schultz,United States,62,2.9,Starbucks,2016
Alexander Svetakov,Russia,48,2.9,"Banking, Real Estate",2016
Murat Ulker,Turkey,56,2.9,Food Manufacturing,2016
Simon Xie,China,46,2.9,Online Payment Service,2016
Robert Bass,United States,68,2.8,"Oil, Investments",2016
Carlo Benetton,Italy,72,2.8,"Clothing, Investments",2016
Gilberto Benetton,Italy,74,2.8,"Clothing, Investments",2016
Giuliana Benetton,Italy,78,2.8,"Clothing, Investments",2016
Luciano Benetton,Italy,80,2.8,"Clothing, Investments",2016
Otto Philipp Braun,Germany,38,2.8,Medical Technology,2016
Otto Happel,Germany,68,2.8,Engineering,2016
Daniela Herz,Germany,62,2.8,Coffee,2016
Guenter Herz & Family,Germany,75,2.8,Coffee,2016
Peter Kellogg,United States,73,2.8,Investments,2016
Heikki Kyostila,Finland,70,2.8,Dental Products,2016
Lee Jay-Hyun,South Korea,55,2.8,Food Products/Entertainment,2016
Yuri Milner,Russia,54,2.8,"Facebook, Investments",2016
Fernando Roberto Moreira Salles,Brazil,69,2.8,"Banking, Minerals",2016
Joao Moreira Salles,Brazil,54,2.8,"Banking, Minerals",2016
Pedro Moreira Salles,Brazil,56,2.8,"Banking, Minerals",2016
Walther Moreira Salles Junior,Brazil,59,2.8,"Banking, Minerals",2016
Prasert Prasarttong-Osoth,Thailand,82,2.8,Hospitals,2016
"Bernard Saul, II.",United States,83,2.8,"Banking, Real Estate",2016
Alexandra Schorghuber,Germany,57,2.8,Real Estate,2016
Herbert Simon,United States,81,2.8,Real Estate,2016
Kushal Pal Singh,India,84,2.8,Real Estate,2016
Vichai Srivaddhanaprabha,Thailand,58,2.8,Duty-Free,2016
Hans Strothoff,Germany,65,2.8,"Kitchen, Plumbing Retailer",2016
Romesh T. Wadhwani,United States,68,2.8,Software,2016
Xue Xiangdong,China,57,2.8,Software,2016
Riley Bechtel,United States,63,2.7,"Engineering, Construction",2016
"Stephen Bechtel, Jr.",United States,90,2.7,"Engineering, Construction",2016
Jean-Michel Besnier,France,48,2.7,Cheese,2016
Marie Besnier Beauvalot,France,35,2.7,Cheese,2016
Alain Bouchard,Canada,67,2.7,Retail,2016
Cai Dongqing,China,46,2.7,Animation,2016
Jean Pierre Cayard,France,73,2.7,Spirits,2016
Richard Chandler,New Zealand,57,2.7,Investments,2016
Chen Fashu,China,55,2.7,Investments,2016
Andrew & Peggy Cherng,United States,n/a,2.7,Restaurants,2016
Silas Chou,Hong Kong,69,2.7,Apparel,2016
"John Dorrance, III.",Ireland,72,2.7,Campbell Soup,2016
Robert Duggan,United States,71,2.7,Pharmaceuticals,2016
Hortensia Herrero,Spain,65,2.7,Supermarkets,2016
Heidi Horten,Austria,75,2.7,Retail,2016
Kwek Leng Beng,Singapore,75,2.7,Real Estate,2016
Kenneth Langone,United States,80,2.7,Investments,2016
James Leprino,United States,78,2.7,Cheese,2016
Sergio Mantegazza,Switzerland,88,2.7,Travel,2016
John Middleton,United States,61,2.7,Tobacco,2016
Robert Miller,Canada,70,2.7,Electronics Components,2016
David Murdock,United States,92,2.7,"Dole, Real Estate",2016
Thomas Pritzker,United States,65,2.7,"Hotels, Investments",2016
Peter Thiel,United States,48,2.7,"Facebook, Palantir",2016
Yitzhak Tshuva,Israel,67,2.7,Real Estate,2016
Wang Yusuo,China,51,2.7,Natural Gas Distribution,2016
John Whittaker,United Kingdom,73,2.7,Real Estate,2016
Yeung Kin-man,Hong Kong,n/a,2.7,Electronics,2016
Yvonne Bauer,Germany,38,2.6,Media,2016
Arthur Blank,United States,73,2.6,Home Depot,2016
Antonio Del Valle Ruiz,Mexico,77,2.6,Chemicals,2016
Walter Faria,Brazil,60,2.6,Beer,2016
Doris Fisher,United States,84,2.6,Gap,2016
H. Wayne Huizenga,United States,78,2.6,Investments,2016
Ke Zunhong,China,61,2.6,Pharmaceuticals,2016
Lam Wai Ying,Hong Kong,n/a,2.6,Electronics,2016
Li Shuirong,China,59,2.6,Petrochemicals,2016
Liu Zhongtian,China,52,2.6,Aluminum Products,2016
Daniel Loeb,United States,54,2.6,Hedge Funds,2016
Ronald McAulay,Hong Kong,80,2.6,Energy,2016
Michael Moritz,United States,61,2.6,Venture Capital,2016
"Carolus Nolet, Sr.",Netherlands,75,2.6,Ketel One Vodka,2016
Daniel Och,United States,55,2.6,Hedge Funds,2016
Husnu Ozyegin,Turkey,71,2.6,"Finance, Diversified",2016
A. Jerrold Perenchio,United States,85,2.6,"Television, Univision",2016
Krit Ratanarak,Thailand,69,2.6,"Media, Real Estate",2016
Henry Samueli,United States,61,2.6,Semiconductors,2016
Hanni Toosbuy Kasprzak,Denmark,58,2.6,Shoes,2016
Samuel Yin,Taiwan,65,2.6,Diversified,2016
Zhang Xin,China,50,2.6,Real Estate,2016
Anil Ambani,India,56,2.5,Diversified,2016
John Arnold,United States,41,2.5,Hedge Funds,2016
Andrej Babis,Czech Republic,61,2.5,Agriculture,2016
David Bonderman,United States,73,2.5,Private Equity,2016
Jose Luis Cutrale,Brazil,69,2.5,Orange Juice,2016
Bharat & Neerja Sethi Desai,United States,63,2.5,It Consulting,2016
Kuldip Singh & Gurbachan Singh Dhingra,India,n/a,2.5,Paints,2016
Philippe Foriel-Destezet,France,80,2.5,Employment Agency,2016
Tom Golisano,United States,74,2.5,Payroll Services,2016
Henry Hillman,United States,97,2.5,Investments,2016
Johan Johannson,Norway,49,2.5,Grocery Stores,2016
Viatcheslav Kantor,Russia,62,2.5,"Fertilizer, Real Estate",2016
Louis Le Duff,France,69,2.5,Bakeries,2016
Li Zhongchu,China,52,2.5,Software,2016
"Stephen Mandel, Jr.",United States,59,2.5,Hedge Funds,2016
Mohamed Mansour,Egypt,68,2.5,Diversified,2016
Najib Mikati,Lebanon,60,2.5,Telecom,2016
Taha Mikati,Lebanon,71,2.5,Telecom,2016
Michael Milken,United States,69,2.5,Investments,2016
Yoshiko Mori,Japan,75,2.5,Real Estate,2016
Philip Niarchos,Greece,62,2.5,Art Collection,2016
Sebastian Pinera,Chile,66,2.5,Investments,2016
P.V. Ramprasad Reddy,India,57,2.5,Pharmaceuticals,2016
Gary Rollins,United States,71,2.5,Pest Control,2016
Randall Rollins,United States,84,2.5,Pest Control,2016
Dieter Schnabel,Germany,70,2.5,Chemicals,2016
Robert Smith,United States,53,2.5,Private Equity,2016
Zygmunt Solorz-Zak,Poland,59,2.5,TV Broadcasting,2016
Wang Xing,China,43,2.5,E-Commerce,2016
"William Wrigley, Jr.",United States,52,2.5,Chewing Gum,2016
Yu Yong,China,55,2.5,Mining Investments,2016
Eddie & Sol Zakay,United Kingdom,65,2.5,Real Estate,2016
Christoph Zeller,Liechtenstein,58,2.5,Dental Implants,2016
Mortimer Zuckerman,United States,78,2.5,"Real Estate, Media",2016
Rahul Bajaj,India,77,2.4,Motorcycles,2016
George Bishop,United States,79,2.4,Oil & Gas,2016
Jim Breyer,United States,54,2.4,Venture Capital,2016
Bernardo Caprotti,Italy,90,2.4,Grocery Stores,2016
Tatiana Casiraghi,Monaco,32,2.4,Beer,2016
John Caudwell,United Kingdom,63,2.4,Mobile Phones,2016
Jason Chang,Singapore,71,2.4,Electronics,2016
"Chase Coleman, III.",United States,40,2.4,Hedge Fund,2016
Judy Faulkner,United States,72,2.4,Health It,2016
Bernd Freier,Germany,59,2.4,Retail,2016
Reid Hoffman,United States,48,2.4,Linkedin,2016
Huang Shih Tsai,Hong Kong,64,2.4,Real Estate,2016
Igor Kesaev,Russia,49,2.4,"Tobacco Distribution, Retail",2016
Andrei Kozitsyn,Russia,55,2.4,Metals,2016
Raj Kumar & Kishin RK,Singapore,61,2.4,Real Estate,2016
Marc Ladreit de Lacharriere,France,75,2.4,Finance,2016
Manuel Lao Hernandez,Spain,71,2.4,Gambling,2016
Patrick Lee,Hong Kong,73,2.4,Paper,2016
Douglas Leone,United States,58,2.4,Venture Capital,2016
Lin Xiucheng,China,60,2.4,Electronics,2016
George Lindemann,United States,79,2.4,Investments,2016
Friedhelm Loh,Germany,69,2.4,Manufacturing,2016
Alexander Mamut,Russia,56,2.4,Investments,2016
Hans Melchers,Netherlands,77,2.4,"Chemicals, Investments",2016
C. Dean Metropoulos,United States,69,2.4,Investments,2016
Tom Morris,United Kingdom,61,2.4,Retail,2016
Stefan Olsson,Sweden,67,2.4,Diversified,2016
Sean Parker,United States,36,2.4,Facebook,2016
Karl-Johan Persson,Sweden,40,2.4,H&M,2016
Tom Persson,Sweden,31,2.4,H&M,2016
"Enrique Razon, Jr.",Philippines,55,2.4,Ports,2016
Phillip Ruffin,United States,80,2.4,"Casinos, Real Estate",2016
Ferit Faik Sahenk,Turkey,51,2.4,"Banking, Media",2016
"Julio Mario Santo Domingo, III.",United States,30,2.4,Beer,2016
Michael & Reiner Schmidt-Ruthenbeck,Germany,n/a,2.4,Retail,2016
Richard Schulze,United States,75,2.4,Best Buy,2016
Charlotte Soderstrom,Sweden,39,2.4,H&M,2016
"Clemmie Spangler, Jr.",United States,83,2.4,Investments,2016
Warren Stephens,United States,59,2.4,Investment Banking,2016
Lawrence Stroll,Canada,56,2.4,Retail,2016
Daniel Tsai,Taiwan,59,2.4,Finance,2016
Richard Tsai,Taiwan,58,2.4,Finance,2016
Wang Changtian,China,50,2.4,"TV, Movie Production",2016
Ty Warner,United States,71,2.4,"Real Estate, Plush Toys",2016
Dean White,United States,92,2.4,"Billboards, Hotels",2016
Steve Wynn,United States,74,2.4,"Casinos, Hotels",2016
Vladimir Yevtushenkov,Russia,67,2.4,Telecom,2016
Michael Ying,Hong Kong,66,2.4,Retail,2016
Zheng Yuewen,China,54,2.4,Investments,2016
Rinat Akhmetov,Ukraine,49,2.3,"Steel, Coal",2016
Mohammed Al Issa,Saudi Arabia,91,2.3,Investments,2016
Anthony Bamford,United Kingdom,70,2.3,Construction Equipment,2016
Carl Bennet,Sweden,64,2.3,Investments,2016
Patrizio Bertelli,Italy,70,2.3,Luxury Goods,2016
Charles Bronfman,Canada,84,2.3,Liquor,2016
Eva Maria Bucher-Haefner,Switzerland,59,2.3,Computer Associates,2016
"William Conway, Jr.",United States,66,2.3,Private Equity,2016
Daniel D'Aniello,United States,69,2.3,Private Equity,2016
Edgar de Picciotto,Switzerland,86,2.3,Private Banking,2016
Barry Diller,United States,74,2.3,Online Media,2016
Fong Yun Wah,Hong Kong,91,2.3,Real Estate,2016
Don Hankey,United States,72,2.3,Auto Loans,2016
Jimmy Haslam,United States,62,2.3,"Gas Stations, Retail",2016
Huang Wei,China,56,2.3,Diversified,2016
James Irsay,United States,56,2.3,Indianapolis Colts,2016
Kim Jung-Ju,South Korea,48,2.3,Online Games,2016
Kurt Krieger,Germany,67,2.3,Furniture Retailing,2016
Herman Langness,Germany,n/a,2.3,Food Wholesale And Retail,2016
Mangal Prabhat Lodha,India,60,2.3,Real Estate,2016
Bernardo Matte,Chile,60,2.3,Paper,2016
Eliodoro Matte,Chile,70,2.3,Paper,2016
Patricia Matte,Chile,72,2.3,Paper,2016
Vadim Moshkovich,Russia,48,2.3,"Agriculture, Land",2016
Alexander Ponomarenko,Russia,51,2.3,Ports,2016
Miuccia Prada,Italy,66,2.3,Prada,2016
John Pritzker,United States,63,2.3,"Hotels, Investments",2016
Penny Pritzker,United States,56,2.3,"Hotels, Investments",2016
Michael Rubin,United States,43,2.3,Online Retailing,2016
Patrick Ryan,United States,78,2.3,Insurance,2016
Alexander Skorobogatko,Russia,48,2.3,Ports,2016
Helmut Sohmen,Austria,76,2.3,Shipping,2016
Song Zuowen,China,68,2.3,"Aluminum, Diversified",2016
Pat Stryker,United States,59,2.3,Medical Equipment,2016
Tang Yiu,Hong Kong,81,2.3,Retailing,2016
Tse Ping,China,64,2.3,Pharmaceuticals,2016
Bulat Utemuratov,Kazakhstan,58,2.3,"Mining, Banking, Hotels",2016
Yeoh Tiong Lay,Malaysia,86,2.3,"Construction, Real Estate",2016
Zhou Yahui,China,39,2.3,Online Games,2016
Saif Al Ghurair,United Arab Emirates,92,2.2,Diversified,2016
John Arrillaga,United States,78,2.2,Real Estate,2016
Semahat Sevim Arsel,Turkey,87,2.2,Diversified,2016
Tom Benson,United States,88,2.2,New Orleans Saints,2016
Jurgen Blickle,Germany,69,2.2,Auto Parts,2016
Hubert Burda,Germany,76,2.2,Publishing,2016
Smita Crishna-Godrej,India,65,2.2,Diversified,2016
Ashwin Dani,India,73,2.2,Paints,2016
Eduardo Eurnekian,Argentina,83,2.2,"Airports, Investments",2016
John Fisher,United States,54,2.2,Gap,2016
Fu Liquan,China,48,2.2,Surveillance Equipment,2016
Adi Godrej,India,73,2.2,Consumer Goods,2016
Jamshyd Godrej,India,67,2.2,Consumer Goods,2016
Nadir Godrej,India,65,2.2,Diversified,2016
Noam Gottesman,United States,54,2.2,Hedge Funds,2016
Martin Haefner,Switzerland,62,2.2,"Software, Investments",2016
Caroline Hagen Kjos,Norway,32,2.2,Orkla,2016
Bahaa Hariri,Lebanon,49,2.2,"Real Estate, Investments, Logistics",2016
Joshua Harris,United States,51,2.2,Private Equity,2016
B. Wayne Hughes,United States,82,2.2,Self Storage,2016
Min Kao,United States,67,2.2,Navigation Equipment,2016
Brad Kelley,United States,59,2.2,Tobacco,2016
Alicia Koplowitz,Spain,61,2.2,"Construction, Investments",2016
Kuok Khoon Hong,Singapore,66,2.2,Palm Oil,2016
Edward Lampert,United States,53,2.2,Sears,2016
Lee Joong-Keun,South Korea,75,2.2,Construction,2016
Lim Sung-Ki,South Korea,76,2.2,Pharma,2016
Kalanithi Maran,India,50,2.2,Media,2016
Robert Miller,United Kingdom,82,2.2,Retail,2016
Shigenobu Nagamori,Japan,71,2.2,Motors,2016
Rishad Naoroji,India,64,2.2,Consumer Goods,2016
Gabe Newell,United States,53,2.2,Videogames,2016
Jay Paul,United States,68,2.2,Real Estate,2016
Richard Peery,United States,77,2.2,Real Estate,2016
Marc Rowan,United States,54,2.2,Private Equity,2016
David Rubenstein,United States,66,2.2,Private Equity,2016
Alvaro Saieh Bendeck,Chile,66,2.2,Banking,2016
Shen Guojun,China,53,2.2,Retail,2016
Gil Shwed,Israel,48,2.2,Software,2016
Thomas Siebel,United States,63,2.2,Business Software,2016
Paul Singer,United States,71,2.2,Hedge Funds,2016
Ted Turner,United States,77,2.2,Cable Television,2016
Mark Walter,United States,55,2.2,Finance,2016
Xiao Wenge,China,49,2.2,Entertainment,2016
S. Daniel Abraham,United States,91,2.1,Slim-Fast,2016
Emilio Azcarraga Jean,Mexico,48,2.1,TV Broadcasting,2016
John Brown,United States,81,2.1,Medical Equipment,2016
Chen Bang,China,50,2.1,Hospitals,2016
Jaran Chiaravanont,Thailand,85,2.1,Diversified,2016
James Coulter,United States,56,2.1,Private Equity,2016
Oleg Deripaska,Russia,48,2.1,"Aluminum, Utilities",2016
Francisco Ivens de Sa Dias Branco,Brazil,81,2.1,Food Production,2016
Bergit Douglas,Germany,69,2.1,Consumer Goods,2016
Charles Dunstone,United Kingdom,52,2.1,Mobile Phones,2016
Feng Hailiang,China,55,2.1,"Copper, Real Estate",2016
David Filo,United States,49,2.1,Yahoo,2016
Gordon Getty,United States,82,2.1,Getty Oil,2016
Ivan Glasenberg,Switzerland,59,2.1,Mining,2016
Alec Gores,United States,62,2.1,Private Equity,2016
Stein Erik Hagen,Norway,59,2.1,Retail,2016
Carlos Hank Rhon,Mexico,68,2.1,Banking,2016
John Henry,United States,66,2.1,Sports,2016
Stanley Hubbard,United States,82,2.1,Direct TV,2016
Johnelle Hunt,United States,84,2.1,Trucking,2016
Ji Changqun,China,48,2.1,Real Estate,2016
Jiang Weiping,China,61,2.1,Chemicals,2016
Sumet Jiaravanon,Thailand,81,2.1,Diversified,2016
Montri Jiaravanont,Thailand,84,2.1,Diversified,2016
Aerin Lauder Zinterhofer,United States,46,2.1,Cosmetics,2016
Martisa Lazari,United Kingdom,71,2.1,Real Estate,2016
Peter Lim,Singapore,62,2.1,Investments,2016
Igor Makarov,Russia,53,2.1,Gas,2016
Joe Mansueto,United States,59,2.1,Investment Research,2016
Hans Georg Naeder,Germany,54,2.1,Prosthetics,2016
Maja Oeri,Switzerland,61,2.1,Roche Holding,2016
Alfred Oetker,Germany,49,2.1,Consumer Goods,2016
August Oetker,Germany,71,2.1,Consumer Goods,2016
Carl Ferdinand Oetker,Germany,43,2.1,Consumer Goods,2016
Christian Oetker,Germany,67,2.1,Consumer Goods,2016
Julia Oetker,Germany,37,2.1,Consumer Goods,2016
Richard Oetker,Germany,65,2.1,Consumer Goods,2016
Park Hyeon-Joo,South Korea,57,2.1,Mutual Funds,2016
Jean (Gigi) Pritzker,United States,54,2.1,"Hotels, Investments",2016
Nicolas Puech,France,73,2.1,Hermes,2016
Mochtar Riady,Indonesia,86,2.1,Diversified,2016
Rosely Schweizer,Germany,75,2.1,Consumer Goods,2016
Vivek Chaand Sehgal,Australia,59,2.1,Auto Parts,2016
Erik Selin,Sweden,48,2.1,Balder,2016
Scott Simplot,United States,69,2.1,Fertilizer,2016
Dan Snyder,United States,51,2.1,Washington Redskins,2016
Alexandre Soares dos Santos,Portugal,81,2.1,Retail,2016
Evan Spiegel,United States,25,2.1,Snap chat,2016
Sze Man Bok,China,66,2.1,Hygiene Products,2016
David Teoh,Australia,59,2.1,Telecommunications,2016
Arne Wilhelmsen,Norway,85,2.1,Cruise Ships,2016
Chip Wilson,Canada,59,2.1,Lululemon,2016
Juan Abello,Spain,74,2,Investments,2016
William Ackman,United States,49,2,Hedge Funds,2016
Faisal Bin Qassim Al Thani,Qatar,68,2,"Hotels, Diversified",2016
Emanuella Barilla,Italy,49,2,Barilla Pasta,2016
Guido Barilla,Italy,57,2,Barilla Pasta,2016
Luca Barilla,Italy,56,2,Barilla Pasta,2016
Paolo Barilla,Italy,54,2,Barilla Pasta,2016
Ron Baron,United States,72,2,Money Management,2016
Rainer Blickle,Germany,68,2,Auto Parts,2016
Cai Kui,China,53,2,Real Estate,2016
Jose and Francisco Jose Calderon Rojas,Mexico,n/a,2,Beverages,2016
Gustavo Cisneros,Venezuela,70,2,Media,2016
James Dinan,United States,56,2,Hedge Funds,2016
Murali Divi,India,64,2,Pharmaceuticals,2016
Ennio Doris,Italy,75,2,Financial Services,2016
Glenn Dubin,United States,58,2,Hedge Funds,2016
Miguel Fluxa Rossello,Spain,77,2,Hotels,2016
Gerald Ford,United States,71,2,Banking,2016
James France,United States,71,2,"Nascar, Racing",2016
Bill Gross,United States,71,2,Investments,2016
Huang Wenji,China,47,2,Umbrellas,2016
Hui Lin Chit,China,62,2,Hygiene Products,2016
Erman Ilicak,Turkey,48,2,Construction,2016
John Kapoor,United States,72,2,Healthcare,2016
Mustafa Rahmi Koc,Turkey,85,2,Diversified,2016
Mustafa Kucuk,Turkey,52,2,Fashion And Retail,2016
Timur Kulibaev,Kazakhstan,49,2,Banking,2016
Dinara Kulibaeva,Kazakhstan,48,2,Banking,2016
Spiro Latsis,Greece,69,2,"Banking, Shipping",2016
Thomas Lee,United States,71,2,Leveraged Buyouts,2016
Vincent Lo,Hong Kong,66,2,Real Estate,2016
"Henry Nicholas, III.",United States,56,2,Semiconductors,2016
Akio Nitori,Japan,72,2,Retail,2016
Bob Parsons,United States,65,2,Web Hosting,2016
Robert Pera,United States,37,2,Wireless Networking Gear,2016
Daniel Pritzker,United States,57,2,"Hotels, Investments",2016
Chandru Raheja,India,75,2,Real Estate,2016
Stewart Rahr,United States,70,2,Drug Distribution,2016
Larry Robbins,United States,46,2,Hedge Funds,2016
Thomas Secunda,United States,61,2,Bloomberg LP,2016
Yasumitsu Shigeta,Japan,51,2,Mobile Telecom,2016
Sit Kwong Lam,Hong Kong,48,2,"Oil, Transportation",2016
Tahir,Indonesia,63,2,Diversified,2016
Sarik Tara,Turkey,85,2,Construction,2016
Clemens Toennies,Germany,59,2,Meat Processing,2016
T.Y. Tsai,Taiwan,n/a,2,Finance,2016
Peter Unger,Germany,71,2,Auto Repair,2016
Sunil Vaswani,United Kingdom,52,2,Diversified,2016
Georg von Opel,Germany,49,2,Real Estate/Investments,2016
David Walentas,United States,77,2,Real Estate,2016
Wu Guangming,China,54,2,Medical Equipment,2016
Yan Zhi,China,43,2,Real Estate,2016
Yi Zheng,China,45,2,Software,2016
