name,wealth,age,source,country,year
Gary Rollins,4.3,73,pest control,United States,2018
Randall Rollins,4.3,86,pest control,United States,2018
Alejandro Santo Domingo,4.3,41,beer,United States,2018
Andres Santo Domingo,4.3,39,beer,United States,2018
Pham Nhat Vuong,4.3,49,diversified,Vietnam,2018
Roger Wang,4.3,69,retail,United States,2018
Stephen Bisciotti,4.2,57,"staffing, Baltimore Ravens",United States,2018
"Austen Cargill, II.",4.2,66,Cargill,United States,2018
"James Cargill, II.",4.2,68,Cargill,United States,2018
Archie Aldis Emmerson,4.2,88,"timberland, lumber mills",United States,2018
Antti Herlin,4.2,61,"elevators, escalators",Finland,2018
Sumet Jiaravanon,4.2,83,diversified,Thailand,2018
Lars Larsen,4.2,69,retail,Denmark,2018
Marianne Liebmann,4.2,64,Cargill,United States,2018
Bobby Murphy,4.2,29,Snapchat,United States,2018
Igor Olenicoff,4.2,75,real estate,United States,2018
"Walter Scott, Jr.",4.2,86,"utilities, telecom",United States,2018
"Clemmie Spangler, Jr.",4.2,85,investments,United States,2018
Wang Yusuo,4.2,53,natural gas distribution,China,2018
Carl Bennet,4.1,66,investments,Sweden,2018
Arthur Blank,4.1,75,Home Depot,United States,2018
Jaran Chiaravanont,4.1,87,diversified,Thailand,2018
Jack & Laura Dangermond,4.1,72,mapping software,United States,2018
Fan Hongwei,4.1,51,petrochemicals,China,2018
John Gandel,4.1,83,shopping malls,Australia,2018
James Jannard,4.1,68,sunglasses,United States,2018
Montri Jiaravanont,4.1,86,diversified,Thailand,2018
Samuel Tak Lee,4.1,78,real estate,Hong Kong,2018
Pawan Munjal,4.1,64,motorcycles,India,2018
Axel Oberwelland,4.1,51,candy,Germany,2018
James Packer,4.1,50,casinos,Australia,2018
Isaac Perlmutter,4.1,75,Marvel comics,United States,2018
"H. Ross Perot, Sr.",4.1,87,"computer services, real estate",United States,2018
Michael Pieper,4.1,72,kitchen appliances,Switzerland,2018
Thomas Pritzker,4.1,67,"hotels, investments",United States,2018
"Julian Robertson, Jr.",4.1,85,hedge funds,United States,2018
Renzo Rosso,4.1,62,fashion,Italy,2018
Hussain Sajwani,4.1,65,real estate,United Arab Emirates,2018
Yasumitsu Shigeta,4.1,53,mobile phone retailer,Japan,2018
Evan Spiegel,4.1,27,Snapchat,United States,2018
Wang Xing,4.1,45,e-commerce,China,2018
Kelcy Warren,4.1,62,pipelines,United States,2018
Ben Ashkenazy,4,48,real estate,United States,2018
Ursula Bechtolsheimer-Kipp,4,-,retail,Germany,2018
Otto Philipp Braun,4,40,medical technology,Germany,2018
Che Jianxing,4,51,furniture retailing,China,2018
Dagmar Dolby,4,76,Dolby Laboratories,United States,2018
Traudl Engelhorn,4,91,"pharmaceuticals, medical equipment",Germany,2018
Dan Friedkin,4,53,Toyota dealerships,United States,2018
Sergei Galitsky,4,50,retail,Russia,2018
Huang Rulun,4,66,real estate,China,2018
Erman Ilicak,4,50,construction,Turkey,2018
Ronald Lauder,4,74,Estee Lauder,United States,2018
Michel Leclercq,4,78,sporting goods,France,2018
Michael Moritz,4,63,venture capital,United States,2018
Issad Rebrab,4,74,food,Algeria,2018
Naguib Sawiris,4,63,telecom,Egypt,2018
Richard Schulze,4,77,Best Buy,United States,2018
B.R. Shetty,4,76,healthcare,India,2018
Jeff Sutton,4,58,real estate,United States,2018
Tony Tan Caktiong,4,65,food,Philippines,2018
Yu Huijiao,4,51,package delivery,China,2018
Zhang Xuexin,4,70,aluminum,China,2018
Zhang Yiming,4,34,software,China,2018
Suhail Bahwan,3.9,79,diversified,Oman,2018
Rick Caruso,3.9,59,real estate,United States,2018
Tom Gores,3.9,53,private equity,United States,2018
Peter Hargreaves,3.9,71,financial services,United Kingdom,2018
Daniela Herz,3.9,64,coffee,Germany,2018
Guenter Herz,3.9,77,coffee,Germany,2018
Masatoshi Ito,3.9,93,retail,Japan,2018
Barry Lam,3.9,68,electronics,Taiwan,2018
Sudhir & Samir Mehta,3.9,-,diversified,India,2018
Ravi Pillai,3.9,64,construction,India,2018
Stewart and Lynda Resnick,3.9,-,"agriculture, water",United States,2018
Jerry Speyer,3.9,77,real estate,United States,2018
Harry Stine,3.9,76,agriculture,United States,2018
George Ty,3.9,85,banking,Philippines,2018
Steven Udvar-Hazy,3.9,72,aircraft leasing,United States,2018
Christoph Zeller,3.9,60,dental implants,Liechtenstein,2018
Nathan Blecharczyk,3.8,34,Airbnb,United States,2018
Hubert Burda,3.8,78,publishing,Germany,2018
Chen Dongsheng,3.8,60,insurance,China,2018
Brian Chesky,3.8,36,Airbnb,United States,2018
Gustaf Douglas,3.8,80,investments,Sweden,2018
Joe Gebbia,3.8,36,Airbnb,United States,2018
Peter Gilgan,3.8,67,homebuilding,Canada,2018
Jeff Greene,3.8,63,"real estate, investments",United States,2018
Jiang Weiping,3.8,63,chemicals,China,2018
Dominika & Sebastian Kulczyk,3.8,-,diversified,Poland,2018
Li Wa,3.8,52,real estate,Hong Kong,2018
Robert McNair,3.8,81,"energy, sports",United States,2018
Masahiro Miki,3.8,62,shoes,Japan,2018
Katharina Otto-Bernstein,3.8,-,real estate,Germany,2018
Ira Rennert,3.8,83,investments,United States,2018
Henry Samueli,3.8,63,semiconductors,United States,2018
Zeng Fangqin,3.8,52,smartphone components,China,2018
Zhang Jin,3.8,46,diversified,China,2018
Nick Caporella,3.7,82,beverages,United States,2018
Mark Cuban,3.7,59,online media,United States,2018
Ken Fisher,3.7,67,money management,United States,2018
Jaime Gilinski Bacal,3.7,60,banking,Colombia,2018
Andreas Halvorsen,3.7,56,hedge funds,Norway,2018
H. Fisk Johnson,3.7,59,cleaning products,United States,2018
Imogene Powers Johnson,3.7,87,cleaning products,United States,2018
S. Curtis Johnson,3.7,62,cleaning products,United States,2018
Helen Johnson-Leipold,3.7,61,cleaning products,United States,2018
Winifred Johnson-Marquart,3.7,58,cleaning products,United States,2018
Viatcheslav Kantor,3.7,64,"fertilizer, real estate",Russia,2018
Samvel Karapetyan,3.7,52,real estate,Russia,2018
Marc Ladreit de Lacharriere,3.7,77,finance,France,2018
Angela Leong,3.7,56,casinos,Hong Kong,2018
Li Gaiteng,3.7,45,hair dryers,China,2018
Mangal Prabhat Lodha,3.7,62,real estate,India,2018
Michael Milken,3.7,71,investments,United States,2018
Yuri Milner,3.7,56,tech investments,Russia,2018
Andreas Struengmann,3.7,68,pharmaceuticals,Germany,2018
Thomas Struengmann,3.7,68,pharmaceuticals,Germany,2018
Tse Ping,3.7,66,pharmaceuticals,China,2018
Yitzhak Tshuva,3.7,69,real estate,Israel,2018
Samuel Yin,3.7,67,diversified,Taiwan,2018
Michael Ashley,3.6,53,sports retailing,United Kingdom,2018
Cao Longxiang,3.6,60,pharmaceuticals,China,2018
Jeffery Hildebrand,3.6,59,oil,United States,2018
Jiang Rensheng,3.6,64,vaccine production,China,2018
"Edward Johnson, IV.",3.6,53,money management,United States,2018
Elizabeth Johnson,3.6,54,money management,United States,2018
Peter Kellogg,3.6,75,investments,United States,2018
Lim Sung-Ki,3.6,78,pharmaceuticals,South Korea,2018
Friedhelm Loh,3.6,71,manufacturing,Germany,2018
Kiran Mazumdar-Shaw,3.6,64,biotech,India,2018
Idan Ofer,3.6,62,"drilling, shipping",Israel,2018
Karsanbhai Patel,3.6,74,consumer goods,India,2018
Qin Yinglin,3.6,52,pig breeding,China,2018
Qiu Guanghe,3.6,66,fashion retail,China,2018
Sarath Ratanavadi,3.6,52,energy,Thailand,2018
Rodger Riney,3.6,72,discount brokerage,United States,2018
Steven Spielberg,3.6,71,Movies,United States,2018
Gabriele Volkmann,3.6,-,auto parts,Germany,2018
Arne Wilhelmsen,3.6,87,cruise ships,Norway,2018
Xu Jingren,3.6,73,pharmaceuticals,China,2018
Zhang Li,3.6,65,real estate,China,2018
Zhang Xin,3.6,52,real estate,China,2018
Anita Zucker,3.6,66,chemicals,United States,2018
Carlo Benetton,3.5,74,"fashion retail, investments",Italy,2018
Gilberto Benetton,3.5,76,"fashion retail, investments",Italy,2018
Giuliana Benetton,3.5,80,"fashion retail, investments",Italy,2018
Luciano Benetton,3.5,82,"fashion retail, investments",Italy,2018
Chen Bang,3.5,52,hospitals,China,2018
Kuldip Singh & Gurbachan Singh Dhingra,3.5,-,paints,India,2018
Abilio dos Santos Diniz,3.5,81,retail,Brazil,2018
Bernard Ecclestone,3.5,87,Formula One,United Kingdom,2018
Judy Faulkner,3.5,74,health IT,United States,2018
Gao Tianguo,3.5,66,"real estate, finance",China,2018
Joshua Harris,3.5,53,private equity,United States,2018
Arthur Irving,3.5,88,oil,Canada,2018
Baba Kalyani,3.5,69,engineering,India,2018
Dmitry Kamenshchik,3.5,49,airport,Russia,2018
Douglas Leone,3.5,60,venture capital,United States,2018
Edwin Leong,3.5,66,real estate,Hong Kong,2018
Arnon Milchan,3.5,73,movie making,Israel,2018
Maren Otto,3.5,-,"retail, real estate",Germany,2018
Anthony Pritzker,3.5,57,"hotels, investments",United States,2018
Jay Robert (J.B.) Pritzker,3.5,53,"hotels, investments",United States,2018
Mitchell Rales,3.5,61,"manufacturing, investments",United States,2018
Kjell Inge Rokke,3.5,59,"shipping, seafood",Norway,2018
"Bernard Saul, II.",3.5,85,"banking, real estate",United States,2018
Donald Sterling,3.5,83,real estate,United States,2018
Tahir,3.5,65,diversified,Indonesia,2018
Chairul Tanjung,3.5,55,diversified,Indonesia,2018
Clemens Toennies,3.5,61,meat processing,Germany,2018
Somphote Ahunai,3.4,50,energy,Thailand,2018
Igor Altushkin,3.4,47,metals,Russia,2018
Riley Bechtel,3.4,65,"engineering, construction",United States,2018
"Stephen Bechtel, Jr.",3.4,92,"engineering, construction",United States,2018
Mike Cannon-Brookes,3.4,38,software,Australia,2018
Rafael Del Pino y Calvo-Sotelo,3.4,59,construction,Spain,2018
Antonio Del Valle Ruiz,3.4,79,chemicals,Mexico,2018
Scott Farquhar,3.4,38,software,Australia,2018
Lindsay Fox,3.4,80,"logistics, real estate",Australia,2018
Jimmy Haslam,3.4,63,"gas stations, retail",United States,2018
Heidi Horten,3.4,77,retail,Austria,2018
Min Kao,3.4,69,navigation equipment,United States,2018
Melissa Ma,3.4,48,internet search,China,2018
Rudolf Maag,3.4,72,medical devices,Switzerland,2018
Alexander Ponomarenko,3.4,53,"real estate, airport",Russia,2018
Carlos Rodriguez-Pastor,3.4,58,finance,Peru,2018
Shashi & Ravi Ruia,3.4,-,diversified,India,2018
Teddy Sagi,3.4,46,gambling software,Israel,2018
Shaul Shani,3.4,63,telecom,Israel,2018
Alexander Skorobogatko,3.4,50,"real estate, airport",Russia,2018
Sun Guangxin,3.4,55,diversified,China,2018
Rita Tong Liu,3.4,69,real estate,Hong Kong,2018
Juan-Miguel Villar Mir,3.4,86,construction,Spain,2018
Steve Wynn,3.4,76,"casinos, hotels",United States,2018
Anil Agarwal,3.3,64,"mining, metals",India,2018
Abdulla Al Futtaim,3.3,-,"auto dealers, investments",United Arab Emirates,2018
John Arnold,3.3,43,hedge funds,United States,2018
Sid Bass,3.3,75,"oil, investments",United States,2018
Alain Bouchard,3.3,69,retail,Canada,2018
John Brown,3.3,83,medical equipment,United States,2018
Vanich Chaiyawan,3.3,86,"insurance, beverages",Thailand,2018
Chen Lip Keong,3.3,70,"casinos, property, energy",Malaysia,2018
Charles Cohen,3.3,66,real estate,United States,2018
Ashwin Dani,3.3,75,paints,India,2018
Rakesh Gangwal,3.3,64,airline,United States,2018
Reid Hoffman,3.3,50,LinkedIn,United States,2018
"Amos Hostetter, Jr.",3.3,81,cable television,United States,2018
Zarakh Iliev,3.3,51,real estate,Russia,2018
Ji Qi,3.3,51,"hotels, motels",China,2018
Kenneth Langone,3.3,82,investments,United States,2018
Li Sze Lim,3.3,60,real estate,Hong Kong,2018
George Lindemann,3.3,81,investments,United States,2018
Liu Zhongtian,3.3,54,aluminum products,China,2018
Luo Liguo,3.3,62,chemicals,China,2018
Mary Alice Dorrance Malone,3.3,68,Campbell Soup,United States,2018
"Henry Nicholas, III.",3.3,58,semiconductors,United States,2018
God Nisanov,3.3,45,real estate,Russia,2018
Pat Stryker,3.3,61,medical equipment,United States,2018
Alexander Svetakov,3.3,50,real estate,Russia,2018
Hans Peter Wild,3.3,76,flavorings,Switzerland,2018
Yvonne Bauer,3.2,40,media,Germany,2018
Patrizio Bertelli,3.2,72,luxury goods,Italy,2018
Neil Bluhm,3.2,80,real estate,United States,2018
Andrew & Peggy Cherng,3.2,-,restaurants,United States,2018
Scott Cook,3.2,65,software,United States,2018
Leon G. Cooperman,3.2,74,hedge funds,United States,2018
John Paul DeJoria,3.2,73,"hair products, tequila",United States,2018
Martin Ebner,3.2,72,investments,Switzerland,2018
Walter Faria,3.2,62,beer,Brazil,2018
Sameer Gehlaut,3.2,44,finance,India,2018
Tom Golisano,3.2,76,payroll services,United States,2018
Otto Happel,3.2,70,engineering,Germany,2018
Jiang Bin,3.2,51,acoustic components,China,2018
Karel Komarek,3.2,48,lotteries,Czech Republic,2018
Kurt Krieger,3.2,69,furniture retailing,Germany,2018
Timur Kulibaev,3.2,51,banking,Kazakhstan,2018
Dinara Kulibaeva,3.2,50,banking,Kazakhstan,2018
Spiro Latsis,3.2,71,"banking, shipping",Greece,2018
Daniel Loeb,3.2,56,hedge funds,United States,2018
Luo Jye,3.2,92,tires,Taiwan,2018
Ronald McAulay,3.2,82,energy,Hong Kong,2018
Alain Merieux,3.2,80,pharmaceuticals,France,2018
Hans Georg Naeder,3.2,56,prosthetics,Germany,2018
Nie Tengyun,3.2,42,logistics,China,2018
Daniel Och,3.2,57,hedge funds,United States,2018
Miuccia Prada,3.2,68,luxury goods,Italy,2018
Marc Rowan,3.2,55,private equity,United States,2018
Haim Saban,3.2,73,"TV network, investments",United States,2018
Alvaro Saieh Bendeck,3.2,68,banking,Chile,2018
Michael & Reiner Schmidt-Ruthenbeck,3.2,75,retail,Germany,2018
Lynn Schusterman,3.2,79,"oil & gas, investments",United States,2018
Mark Shoen,3.2,67,U-Haul,United States,2018
Michal Solowow,3.2,55,investments,Poland,2018
Daniel Tsai,3.2,61,finance,Taiwan,2018
Richard Tsai,3.2,60,finance,Taiwan,2018
Frank Wang,3.2,37,drones,China,2018
Meg Whitman,3.2,61,eBay,United States,2018
John Catsimatidis,3.1,69,"oil, real estate",United States,2018
Do Won & Jin Sook Chang,3.1,62,fashion retail,United States,2018
Cheng Cheung Ling,3.1,54,pharmaceuticals,China,2018
Barry Diller,3.1,76,online media,United States,2018
Jack Dorsey,3.1,41,Twitter,United States,2018
Yakir Gabay,3.1,51,real estate,Cyprus,2018
Allan Goldman,3.1,75,real estate,United States,2018
Jane Goldman,3.1,62,real estate,United States,2018
Amy Goldman Fowler,3.1,63,real estate,United States,2018
Daryl Katz,3.1,56,pharmacies,Canada,2018
Diane Kemper,3.1,72,real estate,United States,2018
Vladimir Kim,3.1,57,mining,Kazakhstan,2018
Lai Meisong,3.1,47,package delivery,China,2018
Manuel Lao Hernandez,3.1,73,gambling,Spain,2018
James Leprino,3.1,80,cheese,United States,2018
Liang Xinjun,3.1,50,conglomerate,China,2018
Tom Morris,3.1,63,retail,United Kingdom,2018
Thi Phuong Thao Nguyen,3.1,47,airlines,Vietnam,2018
Rajan Raheja,3.1,63,diversified,India,2018
Ren Jianhua,3.1,61,kitchen appliances,China,2018
Richard Sands,3.1,67,Food & Beverage,United States,2018
Kerry Stokes,3.1,77,"construction equipment, media",Australia,2018
Donald Trump,3.1,71,"television, real estate",United States,2018
Romesh T. Wadhwani,3.1,70,software,United States,2018
Wang Jian,3.1,64,healthcare services,China,2018
Clifford Asness,3,51,Investment Management,United States,2018
Anne Beaufour,3,54,pharmaceuticals,France,2018
Henri Beaufour,3,52,pharmaceuticals,France,2018
Tom Benson,3,90,New Orleans Saints,United States,2018
Jim Breyer,3,56,venture capital,United States,2018
Alejandro Bulgheroni,3,73,oil & gas,Argentina,2018
Hasmukh Chudgar,3,84,pharmaceuticals,India,2018
Ennio Doris,3,77,financial services,Italy,2018
Luis Frias,3,54,mobile payments,Brazil,2018
Valentin Gapontsev,3,79,lasers,United States,2018
Martin Haefner,3,64,"software, investments",Switzerland,2018
Christopher Hohn,3,51,Hedge funds,United Kingdom,2018
Johnelle Hunt,3,86,trucking,United States,2018
Rakesh Jhunjhunwala,3,57,investments,India,2018
Lu Xiangyang,3,55,"automobiles, batteries",China,2018
John Middleton,3,63,tobacco,United States,2018
Kazuo Okada,3,75,casinos,Japan,2018
Jorge Perez,3,68,real estate,United States,2018
Prasert Prasarttong-Osoth,3,84,hospitals,Thailand,2018
Jean (Gigi) Pritzker,3,55,"hotels, investments",United States,2018
Mochtar Riady,3,88,diversified,Indonesia,2018
Arkady Rotenberg,3,66,"construction, pipes, banking",Russia,2018
Michael Rubin,3,45,online retail,United States,2018
Robert Sands,3,59,Food & Beverage,United States,2018
Herbert Simon,3,83,real estate,United States,2018
Robert Toennies,3,39,meat processing,Germany,2018
Manuel Villar,3,68,real estate,Philippines,2018
Don Vultaggio,3,66,AriZona Beverages,United States,2018
Wang Zhenhua,3,56,real estate,China,2018
Wu Kaiting,3,48,electronics,Hong Kong,2018
Simon Xie,3,48,online payment service,China,2018
Chuck Bundrant,2.9,76,fishing,United States,2018
Cai Dongchen,2.9,65,pharmaceuticals,China,2018
Jose and Francisco Jose Calderon Rojas,2.9,-,beverages,Mexico,2018
Jason Chang,2.9,73,electronics,Singapore,2018
Smita Crishna-Godrej,2.9,67,consumer goods,India,2018
Ding Shizhong,2.9,47,sports apparel,China,2018
Feng Hailiang,2.9,57,"copper, education",China,2018
Gerald Ford,2.9,73,banking,United States,2018
Philippe Foriel-Destezet,2.9,82,employment agency,France,2018
Adi Godrej,2.9,75,consumer goods,India,2018
Jamshyd Godrej,2.9,69,consumer goods,India,2018
Nadir Godrej,2.9,67,consumer goods,India,2018
Joseph Grendys,2.9,56,poultry processing,United States,2018
Hedda im Brahm-Droege,2.9,63,consulting,Germany,2018
Ke Zunhong,2.9,63,pharmaceuticals,China,2018
Randal Kirk,2.9,64,pharmaceuticals,United States,2018
Alicia Koplowitz,2.9,64,"construction, investments",Spain,2018
Kwek Leng Beng,2.9,77,real estate,Singapore,2018
Louis Le Duff,2.9,71,bakeries,France,2018
Yusaku Maezawa,2.9,42,online retail,Japan,2018
Sergio Mantegazza,2.9,90,travel,Switzerland,2018
Hans Melchers,2.9,79,"chemicals, investments",Netherlands,2018
Erwin Franz Mueller,2.9,85,drugstores,Germany,2018
Rishad Naoroji,2.9,66,consumer goods,India,2018
Husnu Ozyegin,2.9,73,"finance, diversified",Turkey,2018
Prajogo Pangestu,2.9,73,petrochemicals,Indonesia,2018
Jeff Rothschild,2.9,63,Facebook,United States,2018
Thomas Siebel,2.9,65,business software,United States,2018
Paul Singer,2.9,73,hedge funds,United States,2018
Ralph Sonnenberg,2.9,83,blinds,Netherlands,2018
Jon Stryker,2.9,59,medical equipment,United States,2018
Georg Stumpf,2.9,45,"real estate, construction",Austria,2018
Tsai Hong-tu,2.9,65,finance,Taiwan,2018
Vincent Viola,2.9,62,electronic trading,United States,2018
Radovan Vitek,2.9,46,real estate,Czech Republic,2018
Wang Laichun,2.9,50,electronics components,China,2018
Wang Laisheng,2.9,53,electronics components,China,2018
Carlos Ardila Lí_lle,2.8,87,"soft drinks, diversified",Colombia,2018
"William Conway, Jr.",2.8,68,private equity,United States,2018
Daniel D'Aniello,2.8,71,private equity,United States,2018
Jim Davis,2.8,57,staffing & recruiting,United States,2018
Ding Shijia,2.8,54,sportswear,China,2018
"John Dorrance, III.",2.8,74,Campbell Soup,Ireland,2018
Doris Fisher,2.8,86,Gap,United States,2018
John Fisher,2.8,56,Gap,United States,2018
Caroline Hagen Kjos,2.8,34,conglomerate,Norway,2018
Kieu Hoang,2.8,73,medical products,United States,2018
Huang Shih Tsai,2.8,66,real estate,Hong Kong,2018
H. Wayne Huizenga,2.8,80,investments,United States,2018
Osman Kibar,2.8,46,biotech,United States,2018
Aloke Lohia,2.8,59,petrochemicals,India,2018
Taha Mikati,2.8,73,telecom,Lebanon,2018
Philip Niarchos,2.8,64,art collection,Greece,2018
Stefan Olsson,2.8,69,diversified,Sweden,2018
Sebastian Pií±era,2.8,68,investments,Chile,2018
Penny Pritzker,2.8,58,"hotels, investments",United States,2018
Nicolas Puech,2.8,75,Hermes,France,2018
Chandru Raheja,2.8,77,real estate,India,2018
David Rubenstein,2.8,68,private equity,United States,2018
Shi Yuzhu,2.8,55,"online games, investments",China,2018
Zygmunt Solorz-Zak,2.8,61,TV broadcasting,Poland,2018
Tung Chee Chen,2.8,76,shipping,Hong Kong,2018
Mark Walter,2.8,57,finance,United States,2018
"William Wrigley, Jr.",2.8,54,chewing gum,United States,2018
Mortimer Zuckerman,2.8,80,"real estate, media",United States,2018
Mohed Altrad,2.7,69,"scaffolding, cement mixers",France,2018
Anil Ambani,2.7,58,diversified,India,2018
Roberto Angelini Rossi,2.7,69,"forestry, mining",Chile,2018
Saeed Bin Butti Al Qebaisi,2.7,-,"hospitals, investments",United Arab Emirates,2018
Pierre Chen,2.7,60,"art, electronics",Taiwan,2018
Ray Davis,2.7,76,pipelines,United States,2018
"Edward DeBartolo, Jr.",2.7,71,shopping centers,United States,2018
Bennett Dorrance,2.7,72,Campbell Soup,United States,2018
Eduardo Eurnekian,2.7,85,"airports, investments",Argentina,2018
Piero Ferrari,2.7,72,automobiles,Italy,2018
Fiona Geminder,2.7,53,manufacturing,Australia,2018
Gu Yuhua,2.7,68,furniture,China,2018
Don Hankey,2.7,74,auto loans,United States,2018
Reed Hastings,2.7,57,Netflix,United States,2018
Huang Wei,2.7,58,real estate,China,2018
James Irsay,2.7,58,Indianapolis Colts,United States,2018
Kim Beom-Su,2.7,51,online services,South Korea,2018
Mustafa Kucuk,2.7,54,fashion retail,Turkey,2018
Mohamed Mansour,2.7,70,diversified,Egypt,2018
Najib Mikati,2.7,62,telecom,Lebanon,2018
Ermirio Pereira de Moraes,2.7,85,diversified,Brazil,2018
Bob Parsons,2.7,67,web hosting,United States,2018
Krit Ratanarak,2.7,71,"media, real estate",Thailand,2018
Helena Revoredo,2.7,71,security services,Spain,2018
Phillip Ruffin,2.7,82,"casinos, real estate",United States,2018
Howard Schultz,2.7,64,Starbucks,United States,2018
E. Joe Shoen,2.7,68,U-Haul,United States,2018
Thomas Straumann,2.7,54,dental implants,Switzerland,2018
Lawrence Stroll,2.7,58,fashion investments,Canada,2018
Andrew Tan,2.7,65,diversified,Philippines,2018
Tsai Cheng-da,2.7,-,finance,Taiwan,2018
Frank VanderSloot,2.7,69,nutrition and wellness products,United States,2018
Sandro Veronesi,2.7,58,fashion,Italy,2018
Ty Warner,2.7,73,"real estate, plush toys",United States,2018
Oprah Winfrey,2.7,64,TV shows,United States,2018
Zhang Wenzhong,2.7,56,Retail,China,2018
Zuo Hui,2.7,47,real estate services,China,2018
Juan Abello,2.6,76,investments,Spain,2018
Semahat Sevim Arsel,2.6,89,diversified,Turkey,2018
Bang Jun-Hyuk,2.6,49,online gaming,South Korea,2018
Koos Bekker,2.6,65,"media, investments",South Africa,2018
David Bonderman,2.6,75,private equity,United States,2018
Francesco Gaetano Caltagirone,2.6,74,"cement, diversified",Italy,2018
John Caudwell,2.6,65,mobile phones,United Kingdom,2018
Chen Fashu,2.6,57,investments,China,2018
Chung Eui-Sun,2.6,47,logistics,South Korea,2018
Isabel dos Santos,2.6,44,investments,Angola,2018
Fong Yun Wah,2.6,93,real estate,Hong Kong,2018
Phillip Frost,2.6,81,pharmaceuticals,United States,2018
Lutz Mario Helmig,2.6,71,hospitals,Germany,2018
B. Wayne Hughes,2.6,84,self storage,United States,2018
Daniel Kretinsky,2.6,42,energy generation,Czech Republic,2018
Raj Kumar & Kishin RK,2.6,63,real estate,Singapore,2018
Lam Kong,2.6,53,pharmaceuticals,China,2018
Lau Cho Kun,2.6,82,"palm oil, property",Malaysia,2018
"Stephen Mandel, Jr.",2.6,61,hedge funds,United States,2018
Gilles Martin,2.6,54,laboratory services,France,2018
Daniel Mate,2.6,54,"mining, commodities",Spain,2018
Robert Miller,2.6,72,electronics components,Canada,2018
Jorge Moll Filho,2.6,73,hospitals,Brazil,2018
Maria Helena Moraes Scripilliti,2.6,87,diversified,Brazil,2018
Sean Parker,2.6,38,Facebook,United States,2018
Jay Paul,2.6,70,real estate,United States,2018
Patrick Ryan,2.6,80,insurance,United States,2018
Thomas Secunda,2.6,63,Bloomberg LP,United States,2018
Shen Wenrong,2.6,72,steel production,China,2018
Shen Yuxing,2.6,59,real estate,China,2018
Gil Shwed,2.6,50,software,Israel,2018
Song Zuowen,2.6,70,"aluminum, diversified",China,2018
Warren Stephens,2.6,61,investment banking,United States,2018
Glen Taylor,2.6,76,printing,United States,2018
Hanni Toosbuy Kasprzak,2.6,60,shoes,Denmark,2018
Torbjorn Tornqvist,2.6,64,oil trading,Sweden,2018
Bulat Utemuratov,2.6,60,"mining, banking, hotels",Kazakhstan,2018
Chip Wilson,2.6,61,Lululemon,Canada,2018
Jerry Yang,2.6,49,Yahoo,United States,2018
Zhang Fan,2.6,52,touch screens,China,2018
Zhu Xingliang,2.6,58,construction,China,2018
Ramon Ang,2.5,64,Diversified,Philippines,2018
Edward Bass,2.5,72,"oil, investments",United States,2018
Lee Bass,2.5,61,"oil, investments",United States,2018
Bert Beveridge,2.5,56,vodka,United States,2018
George Bishop,2.5,80,oil & gas,United States,2018
Jaime Botin,2.5,81,banking,Spain,2018
Norman Braman,2.5,85,"art, car dealerships",United States,2018
Chin Jong Hwa,2.5,59,auto parts,Taiwan,2018
Cho Tak Wong,2.5,71,auto parts,Hong Kong,2018
John Coates,2.5,48,online gambling,United Kingdom,2018
Du Jiangtao,2.5,48,chemicals,China,2018
Aloysio de Andrade Faria,2.5,97,banking,Brazil,2018
Kenneth Feld,2.5,69,"circus, live entertainment",United States,2018
Luca Garavoglia,2.5,49,spirits,Italy,2018
Noam Gottesman,2.5,56,hedge funds,United States,2018
Jonathan Gray,2.5,48,investments,United States,2018
Stein Erik Hagen,2.5,61,consumer goods,Norway,2018
Chang-Woo Han,2.5,87,pachinko parlors,Japan,2018
John Henry,2.5,68,sports,United States,2018
Lawrence Ho,2.5,41,casinos,Hong Kong,2018
Hui Lin Chit,2.5,64,hygiene products,China,2018
Mustafa Rahmi Koc,2.5,87,diversified,Turkey,2018
Kuan Kam Hon,2.5,70,synthetic gloves,Malaysia,2018
Jane Lauder,2.5,45,cosmetics,United States,2018
Aerin Lauder Zinterhofer,2.5,47,cosmetics,United States,2018
Maritsa Lazari,2.5,73,real estate,United Kingdom,2018
Bernard Lewis,2.5,92,fashion retailer,United Kingdom,2018
Vincent Lo,2.5,68,real estate,Hong Kong,2018
Jeffrey Lorberbaum,2.5,63,flooring,United States,2018
Joe Mansueto,2.5,61,investment research,United States,2018
Jose Roberto Marinho,2.5,62,media,Brazil,2018
Roberto Irineu Marinho,2.5,70,media,Brazil,2018
C. Dean Metropoulos,2.5,71,investments,United States,2018
Aristotelis Mistakidis,2.5,56,"mining, commodities",Greece,2018
Arturo Moreno,2.5,71,"billboards, Anaheim Angels",United States,2018
Yoshiko Mori,2.5,77,real estate,Japan,2018
Adam Neumann,2.5,38,WeWork,Israel,2018
Or Wai Sheun,2.5,66,real estate,Hong Kong,2018
Richard Peery,2.5,79,real estate,United States,2018
Horst Julius Pudwill,2.5,73,manufacturing,Germany,2018
P.V. Ramprasad Reddy,2.5,59,pharmaceuticals,India,2018
Larry Robbins,2.5,48,hedge funds,United States,2018
Carlos Sanchez,2.5,56,generic drugs,Brazil,2018
Stephan Schmidheiny,2.5,70,investments,Switzerland,2018
Klaus-Peter Schulenberg,2.5,-,ticketing service,Germany,2018
Charles Simonyi,2.5,69,Microsoft,United States,2018
