name,country,age,wealth,source,year
Barbara Carlson Gage,United States,69,2.5,"hotels, restaurants",2012
Bahaa Hariri,Lebanon,45,2.5,"real estate, investments, logistics",2012
Gunter Herz,Germany,71,2.5,coffee,2012
Masatoshi Ito,Japan,87,2.5,retail,2012
H. Fisk Johnson,United States,53,2.5,SC Johnson & Sons,2012
Imogene Powers Johnson,United States,82,2.5,SC Johnson & Sons,2012
S. Curtis Johnson,United States,56,2.5,SC Johnson & Sons,2012
Helen Johnson-Leipold,United States,55,2.5,SC Johnson,2012
Winnie Johnson-Marquart,United States,52,2.5,SC Johnson & Sons,2012
Shahid Khan,United States,62,2.5,auto parts,2012
Mustafa Rahmi Koc,Turkey,81,2.5,diversified,2012
Robert Miller,Canada,66,2.5,retail,2012
Marilyn Carlson Nelson,United States,72,2.5,"hotels, restaurants",2012
Philip Niarchos,Greece,58,2.5,art collection,2012
Axel Oberwelland,Germany,45,2.5,candy,2012
Julian Robertson Jr,United States,80,2.5,hedge funds,2012
Nevaldo Rocha & family,Brazil,83,2.5,retail,2012
David Rockefeller Sr,United States,96,2.5,"Standard Oil, banking",2012
Eliseo Alexandre Soares dos Santos & family,Portugal,77,2.5,retail,2012
Zygmunt Solorz-Zak,Poland,55,2.5,TV broadcasting,2012
Ronda Stryker,United States,57,2.5,medical technology,2012
Alfred Taubman,United States,88,2.5,real estate,2012
Steve Wynn,United States,70,2.5,"casinos, hotels",2012
Hiroshi Yamauchi,Japan,84,2.5,Nintendo,2012
Michael Ying,Hong Kong,62,2.5,retail,2012
Thomas Bruch,Germany,61,2.4,food retailing,2012
Clive Calder,United Kingdom,65,2.4,record label,2012
Mark Coombs,United Kingdom,51,2.4,finance,2012
John Doerr,United States,60,2.4,venture capital,2012
John Dorrance III,Ireland,68,2.4,Campbell Soup,2012
Philippe Foriel-Destezet,France,76,2.4,temp agency,2012
Alexander Frolov,Russia,47,2.4,"mining, steel",2012
Adi Godrej & family,India,69,2.4,diversified,2012
Jamshyd Godrej,India,63,2.4,Diversified,2012
Tom Gores,United States,47,2.4,private equity,2012
Guangchang Guo,China,45,2.4,diversified,2012
Amos Hostetter Jr,United States,75,2.4,cable television,2012
Zarakh Iliev,Russia,45,2.4,real estate,2012
Michael & Marian Ilitch,United States,82,2.4,pizza,2012
Randal Kirk,United States,58,2.4,pharmaceuticals,2012
Rishad Naoroji,India,60,2.4,Diversified,2012
God Nisanov,Russia,39,2.4,real estate,2012
Viktor Nusenkis,Russia,58,2.4,"coal, metallurgy",2012
Tor Peterson,United States,47,2.4,Glencore International,2012
Sebastian Pinera,Chile,62,2.4,Investments,2012
James Ratcliffe,United Kingdom,59,2.4,chemicals,2012
Phillip Ruffin,United States,77,2.4,"casinos, real estate",2012
Moise Safra,Brazil,77,2.4,banking,2012
Filiz Sahenk,Turkey,45,2.4,"bank, media",2012
Ty Warner,United States,68,2.4,Beanie Babies,2012
Othman Benjelloun,Morocco,79,2.3,"banking, insurance",2012
Angela Bennett & Michael Wright,Australia,N/A,2.3,Mining,2012
Nicolas Berggruen,United States,50,2.3,investments,2012
Chan Laiwa & family,China,71,2.3,real estate,2012
Francis Choi,Hong Kong,64,2.3,real estate,2012
Mark Cuban,United States,53,2.3,online media,2012
Edward DeBartolo Jr,United States,65,2.3,shopping centers,2012
Israel Englander,United States,63,2.3,hedge funds,2012
Doris Fisher,United States,80,2.3,Gap,2012
Robert Friedland,United States,61,2.3,mining,2012
Phillip Frost,United States,75,2.3,pharmaceuticals,2012
William Randolph Hearst III,United States,62,2.3,Hearst Corp,2012
Daniela Herz,Germany,58,2.3,coffee,2012
H. Wayne Huizenga,United States,74,2.3,investments,2012
Vyacheslav Kantor,Russia,58,2.3,"fertilizer, real estate",2012
Min Kao,United States,63,2.3,navigation equipment,2012
Peter Kellogg,United States,69,2.3,investments,2012
Li Shuirong,China,55,2.3,petrochemicals,2012
Mary Alice Dorrance Malone,United States,62,2.3,Campbell Soup,2012
Sergio Mantegazza,Switzerland,84,2.3,travel,2012
Bernard Marcus,United States,82,2.3,Home Depot,2012
Michael Milken,United States,65,2.3,investments,2012
A. Jerrold Perenchio,United States,81,2.3,television,2012
Richard Rainwater,United States,67,2.3,"real estate, energy, insurance",2012
Hans Riegel,Germany,89,2.3,candy,2012
Michael & Rainer Schmidt-Ruthenbeck,Germany,N/A,2.3,retail,2012
Sarik Tara,Turkey,81,2.3,Construction,2012
Andreas von Bechtolsheim,Germany,56,2.3,Google,2012
Kelcy Warren,United States,56,2.3,Pipelines,2012
Wei Jianjun & family,China,48,2.3,Automobiles,2012
Aloys Wobben,Germany,60,2.3,wind energy,2012
Mortimer Zuckerman,United States,74,2.3,"real estate, media",2012
Mohammed Al Issa,Saudi Arabia,87,2.2,investments,2012
Abdullah Al Rajhi,Saudi Arabia,N/A,2.2,banking,2012
Anthony Bamford & family,United Kingdom,66,2.2,construction equipment,2012
Chen Jianhua,China,41,2.2,chemicals,2012
Jack Dangermond,United States,66,2.2,mapping software,2012
Edson de Godoy Bueno,Brazil,68,2.2,healthcare,2012
Maria de Lourdes Egydio Villela,Brazil,N/A,2.2,banking,2012
Bill Gross,United States,67,2.2,investments,2012
Achmad Hamami & family,Indonesia,81,2.2,Heavy Equipment,2012
Henry Hillman,United States,93,2.2,investments,2012
Eduardo Hochschild,Peru,48,2.2,"Inherited, Mining",2012
Indu Jain,India,75,2.2,media,2012
Suna Kirac,Turkey,70,2.2,diversified,2012
Herbert Kohler Jr & family,United States,73,2.2,plumbing fixtures,2012
George Lindemann & family,United States,76,2.2,investments,2012
George Mitchell,United States,92,2.2,oil & gas,2012
Pankaj Patel,India,59,2.2,pharmaceuticals,2012
Thomas Pritzker,United States,61,2.2,"hotels, investments",2012
Wilbur Ross Jr,United States,74,2.2,investments,2012
Alexandra Schorghuber,Germany,53,2.2,real estate,2012
T.Y. Tsai,Taiwan,N/A,2.2,finance,2012
Wang Yusuo & family,China,48,2.2,Energy,2012
William Wrigley Jr,United States,48,2.2,chewing gum,2012
Ali Ibrahim Agaoglu,Turkey,58,2.1,construction,2012
Lee Bass,United States,55,2.1,"oil, investments",2012
Sid Bass,United States,69,2.1,"oil, investments",2012
Alex Beard,United Kingdom,44,2.1,Glencore International,2012
Carlo Benetton,Italy,68,2.1,Benetton,2012
Gilberto Benetton,Italy,70,2.1,Benetton,2012
Giuliana Benetton,Italy,74,2.1,Benetton,2012
Luciano Benetton,Italy,76,2.1,Benetton,2012
Bernard Broermann,Germany,68,2.1,healthcare,2012
Chey Tae-Won,South Korea,51,2.1,diversified,2012
Chu Lam Yiu,Hong Kong,42,2.1,flavorings,2012
Richard Elman & family,United Kingdom,72,2.1,commodities,2012
Jeff Greene,United States,57,2.1,"real estate, investments",2012
Desh Bandhu Gupta,India,74,2.1,pharmaceuticals,2012
Hui Lin Chit,China,59,2.1,Consumer Products,2012
Ajay Kalsi,India,N/A,2.1,oil,2012
Alicia Koplowitz,Spain,57,2.1,construction,2012
Patrick Lee,Hong Kong,70,2.1,paper,2012
Alexander Mamut,Russia,52,2.1,investments,2012
Ziyad Manasir,Russia,46,2.1,construction,2012
Kerr Neilson,Australia,62,2.1,Finance,2012
Lirio Parisotto,Brazil,58,2.1,investments,2012
Sean Parker,United States,32,2.1,Facebook,2012
Rajan Raheja & family,India,57,2.1,diversified,2012
J. Christopher Reyes,United States,58,2.1,food distribution,2012
Jude Reyes,United States,56,2.1,food distribution,2012
Robert Rich Jr,United States,71,2.1,frozen foods,2012
Kjell Inge Rokke,Norway,53,2.1,"shipping, seafood",2012
Edward Roski Jr,United States,73,2.1,real estate,2012
Frederick Smith,United States,67,2.1,FedEx,2012
Sze Man Bok,China,62,2.1,consumer products,2012
Andrew Tan,Philippines,59,2.1,diversified,2012
Zhu Gongshan,China,54,2.1,solar panel materials,2012
Juan Abello,Spain,70,2,investments,2012
Saif Al Ghurair & family,United Arab Emirates,N/A,2,diversified,2012
Emilio Azcarraga Jean,Mexico,44,2,media,2012
Yvonne Bauer & family,Germany,34,2,Bauer Media Group,2012
Marc Benioff,United States,47,2,business software,2012
Neil Bluhm,United States,74,2,real estate,2012
Charles Bronfman,Canada,80,2,liquor,2012
John Catsimatidis,United States,63,2,"oil, real estate, supermarkets",2012
Silas Chou,Hong Kong,65,2,apparel,2012
Leon G. Cooperman,United States,68,2,hedge funds,2012
Dulce Pugliese de Godoy Bueno,Brazil,64,2,health care,2012
John de Mol,Netherlands,57,2,TV,2012
Carlo Fidani,Canada,57,2,Real estate,2012
John Fisher,United States,50,2,Gap,2012
Jean Claude Gandur,Switzerland,63,2,"oil trading, exploration",2012
Gordon Getty,United States,78,2,Getty Oil,2012
Esther Grether & family,Switzerland,76,2,"art collection, Swatch",2012
Vladimir Gridin & family,Russia,56,2,"coal, railway transport",2012
David Hains,Australia,81,2,Finance,2012
Antti Herlin,Finland,55,2,"elevators, escalators",2012
Alan Howard,United Kingdom,48,2,hedge funds,2012
Huang Wei,China,52,2,real estate,2012
Stanley Hubbard,United States,78,2,DirecTV,2012
Erman Ilicak,Turkey,44,2,construction,2012
Jeremy Jacobs Sr,United States,72,2,sports concessions,2012
Jerry Jones,United States,69,2,Dallas Cowboys,2012
Daryl Katz,Canada,50,2,pharmacies,2012
Danil Khachaturov,Russia,40,2,"Insurance, banking, real estate",2012
Liu Zhongtian,China,48,2,metal processors,2012
Sri Prakash Lohia,Indonesia,59,2,Polyester,2012
Drayton McLane Jr,United States,75,2,"Wal-Mart, logistics",2012
Elon Musk,United States,40,2,Tesla Motors,2012
Shigenobu Nagamori,Japan,67,2,micro motors,2012
Martin Naughton,Ireland,72,2,heating equipment,2012
Dmitry Pumpyansky,Russia,48,2,steel pipes,2012
Stewart and Lynda Resnick,United States,N/A,2,"agriculture, water",2012
Carlos Rodriguez-Pastor,Peru,52,2,Finance,2012
Eduardo Saverin,United States,30,2,Facebook,2012
Maria-Elisabeth & Georg Schaeffler,Germany,N/A,2,ball bearings,2012
Monika Schoeller,Germany,73,2,publishing,2012
Richard Schulze,United States,71,2,Best Buy,2012
Anatoly Sedykh,Russia,47,2,steel pipes,2012
Kerry Stokes,Australia,71,2,Media,2012
Katsumi Tada,Japan,66,2,real estate,2012
Chairul Tanjung,Indonesia,49,2,Diversified,2012
Ted Turner,United States,73,2,cable television,2012
Stefan von Holtzbrinck,Germany,48,2,publishing,2012
Romesh T. Wadhwani,United States,64,2,Software,2012
Wong Kwong Yu & family,China,42,2,Retail-Appliances,2012
Zdenek Bakala,Czech Republic,51,1.9,coal,2012
Mikhail Balakin,Russia,50,1.9,construction,2012
David Bonderman,United States,69,1.9,leveraged buyouts,2012
Chang Yung Fa & family,Taiwan,84,1.9,transport,2012
Phoebe Hearst Cooke,United States,85,1.9,Hearst Corp,2012
James Coulter,United States,52,1.9,leveraged buyouts,2012
Jim Davis & family,United States,68,1.9,New Balance,2012
Gao Dekang & family,China,60,1.9,apparel,2012
Roberto Gonzalez Barrera,Mexico,81,1.9,"banking, tortillas",2012
Alec Gores,United States,59,1.9,private equity,2012
Austin Hearst,United States,59,1.9,Hearst Corp,2012
David Hearst Jr,United States,66,1.9,Hearst Corp,2012
George Hearst Jr,United States,84,1.9,Hearst Corp,2012
Michael Heisley Sr,United States,75,1.9,manufacturing,2012
Elie Horn,Brazil,66,1.9,real estate,2012
Bradley Hughes,United States,78,1.9,self storage,2012
Michael Jaharis,United States,83,1.9,pharmaceuticals,2012
Andrei Klyamko,Russia,50,1.9,steel,2012
Aloke Lohia,Thailand,53,1.9,Polyester,2012
Siegfried Meister,Germany,74,1.9,Appliances,2012
Minoru Mori,Japan,77,1.9,real estate,2012
Vadim Novinsky,Russia,48,1.9,steel,2012
Richard Peery,United States,73,1.9,real estate,2012
Isaac Perlmutter,United States,69,1.9,Marvel,2012
Jean (Gigi) Pritzker,United States,50,1.9,"hotels, investments",2012
G. M. Rao,India,61,1.9,infrastructure,2012
Enrique Razon Jr,Philippines,52,1.9,ports,2012
Shin Chang-Jae,South Korea,58,1.9,insurance,2012
Gil Shwed,Israel,44,1.9,software,2012
Sheldon Solow,United States,83,1.9,real estate,2012
Sylvia Stroher,Germany,57,1.9,cosmetics,2012
Yitzhak Tshuva,Israel,63,1.9,real estate,2012
Albert Ueltschi,United States,94,1.9,FlightSafety,2012
Georg von Opel,Germany,45,1.9,real estate/investments,2012
Wang Chuanfu,China,46,1.9,Automobile,2012
Zhang Hongwei,China,57,1.9,diversified,2012
Alexei Ananyev,Russia,47,1.8,"banking, IT, real estate",2012
Dmitry Ananyev,Russia,43,1.8,"banking, IT, real estate",2012
George Argyros,United States,75,1.8,"real estate, investments",2012
John Arrillaga,United States,74,1.8,real estate,2012
Ayman Asfari,United Kingdom,53,1.8,oil services,2012
Rahul Bajaj,India,73,1.8,motorcycles,2012
Subhash Chandra,India,61,1.8,media,2012
Jason Chang,Taiwan,N/A,1.8,electronics,2012
Chao Teng-Hsiung,Taiwan,68,1.8,real estate,2012
Alfred James Clark,United States,84,1.8,construction,2012
Ralph Dommermuth,Germany,48,1.8,internet service provider,2012
Bennett Dorrance,United States,66,1.8,Campbell Soup,2012
Alexander Dzhaparidze,Russia,56,1.8,oil services,2012
Eduardo Eurnekian,Argentina,78,1.8,"cable tv, agriculture",2012
Jayme Garfinkel & family,Brazil,65,1.8,insurance,2012
Reid Hoffman,United States,44,1.8,LinkedIn,2012
Thomas Kaplan,United States,49,1.8,Investments,2012
Igor Kesaev,Russia,45,1.8,"tobacco distribution, retail",2012
Koo Bon-Moo,South Korea,67,1.8,LG,2012
Lev Kvetnoi,Russia,46,1.8,"cement, airport",2012
Clayton Mathile,United States,71,1.8,pet food,2012
Rubens Menin Teixeira de Souza,Brazil,56,1.8,homebuilding,2012
Mario Moretti Polegato,Italy,59,1.8,shoes,2012
Vadim Moshkovich,Russia,44,1.8,"agriculture, development",2012
Kazuo Okada & family,Japan,69,1.8,gaming,2012
Mark Pincus,United States,46,1.8,online gaming,2012
John Pritzker,United States,59,1.8,"hotels, investments",2012
Penny Pritzker,United States,52,1.8,"hotels, investments",2012
Leandro Rizzuto,United States,73,1.8,consumer products,2012
Henry Samueli,United States,57,1.8,semiconductors,2012
Walter Scott Jr,United States,80,1.8,"construction, telecom",2012
Shi Yuzhu,China,49,1.8,diversified,2012
Shin Dong-Bin,South Korea,57,1.8,retail,2012
Thomas Siebel,United States,59,1.8,business software,2012
Herbert Simon,United States,77,1.8,real estate,2012
Anatoly Skurov,Russia,59,1.8,"coal, fertilisers",2012
Michal Solowow,Poland,49,1.8,investments,2012
Lawrence Stroll,Canada,52,1.8,Retail,2012
Glen Taylor,United States,70,1.8,printing,2012
Dean White,United States,88,1.8,"billboards, hotels",2012
Kamil Yazici,Turkey,83,1.8,"beverages, diversified",2012
Zhang Zhidong,China,40,1.8,internet,2012
Kostyantin Zhevago,Ukraine,38,1.8,"banking, mining",2012
Zhu Yicai,China,47,1.8,diversified,2012
Anita Zucker,United States,60,1.8,chemicals,2012
S. Daniel Abraham,United States,87,1.7,Slim-Fast,2012
Joao Alves de Queiroz Filho,Brazil,59,1.7,consumer goods,2012
Kiki Barki,Indonesia,72,1.7,Coal,2012
Glenn Dubin,United States,54,1.7,hedge funds,2012
Judy Faulkner,United States,68,1.7,health IT,2012
Ken Fisher,United States,61,1.7,Money management,2012
Gerald J. Ford,United States,67,1.7,banking,2012
Gong Hongjia & family,Hong Kong,47,1.7,electronics,2012
Saad Hariri,Lebanon,41,1.7,"construction, investments",2012
Hawken Xiu Li,United Kingdom,49,1.7,real estate,2012
Huang Yi,Hong Kong,50,1.7,auto distribution,2012
Saleh Kamel,Saudi Arabia,70,1.7,diversified,2012
Brad Kelley,United States,55,1.7,tobacco,2012
Robert Kraft,United States,70,1.7,New England Patriots,2012
Angela Leong,Hong Kong,51,1.7,gaming,2012
Lev Leviev,Israel,56,1.7,diamonds,2012
Peter Lim,Singapore,58,1.7,Investments,2012
Vincent Lo,Hong Kong,63,1.7,real estate,2012
Mohamed Mansour,Egypt,64,1.7,Diversified,2012
Joseph Mansueto,United States,55,1.7,investment research,2012
Richard Marriott,United States,73,1.7,hotels,2012
Dmitry Mazepin,Russia,43,1.7,chemicals,2012
Andrei Molchanov,Russia,40,1.7,construction materials,2012
Michael Moritz,United States,57,1.7,venture capital,2012
N.R. Narayana Murthy & family,India,65,1.7,software,2012
Or Wai Sheun,Hong Kong,60,1.7,real estate,2012
Alexander Ponomarenko,Russia,47,1.7,port,2012
Daniel Pritzker,United States,53,1.7,"hotels, investments",2012
Chandru Raheja,India,71,1.7,real estate,2012
Paul Ramsay,Australia,76,1.7,Hospitals,2012
Shin Dong-Joo,South Korea,58,1.7,retail,2012
Alexander Skorobogatko,Russia,44,1.7,port,2012
Jerry Speyer,United States,71,1.7,real estate,2012
Woods Staton,Colombia,62,1.7,McDonald's restaurants,2012
Alexander Svetakov,Russia,44,1.7,"banking, real estate",2012
Wei Ing-Chou,Taiwan,59,1.7,"food, beverages",2012
Wei Yin-Chun,Taiwan,55,1.7,"food, beverages",2012
Wei Yin-Heng,Taiwan,53,1.7,"food, beverages",2012
Wei Ying-Chiao,Taiwan,57,1.7,"food, beverages",2012
John Whittaker,United Kingdom,70,1.7,real estate,2012
Aras Agalarov,Russia,56,1.6,"retail, real estate",2012
Abdulla Al Futtaim,United Arab Emirates,N/A,1.6,"auto dealers, investments",2012
Bassam Alghanim,Kuwait,60,1.6,diversified,2012
Kutayba Alghanim,Kuwait,66,1.6,diversified,2012
Igor Altushkin,Russia,41,1.6,metals,2012
Vincent Bollore,France,59,1.6,investments,2012
Norman Braman,United States,79,1.6,"art, car dealerships",2012
Austen Cargill II,United States,61,1.6,Cargill Inc.,2012
James Cargill II,United States,62,1.6,Cargill Inc.,2012
Jean Coutu,Canada,84,1.6,pharmacies,2012
Richard Desmond,United Kingdom,60,1.6,publishing,2012
Barry Diller,United States,70,1.6,IAC/InterActiveCorp,2012
James Dinan,United States,52,1.6,hedge funds,2012
N. Murray Edwards,Canada,52,1.6,oil & gas,2012
Lindsay Fox,Australia,74,1.6,Logistics,2012
Thomas Friedkin,United States,76,1.6,Toyota distribution,2012
Rolf Gerling,Germany,57,1.6,insurance,2012
David Gottesman,United States,85,1.6,investments,2012
Noam Gottesman,United States,50,1.6,hedge funds,2012
Joshua Harris,United States,47,1.6,leveraged buyouts,2012
Hans-Werner Hector,Germany,72,1.6,SAP,2012
Johnelle Hunt,United States,80,1.6,trucking,2012
Vladimir Iorich,Germany,53,1.6,"mining, steel",2012
Stephen Jarislowsky,Canada,86,1.6,money management,2012
Jiang Bin,China,45,1.6,electronics,2012
Samvel Karapetyan,Russia,46,1.6,development,2012
Valery Kogan,Russia,61,1.6,airport,2012
Esther Koplowitz,Spain,58,1.6,construction,2012
Guilherme Peirao Leal,Brazil,61,1.6,cosmetics,2012
Lee Myung-Hee,South Korea,68,1.6,retail,2012
Li Sze Lim,Hong Kong,55,1.6,real estate,2012
Marianne Liebmann,United States,58,1.6,"Cargill, Inc.",2012
Gary Magness,United States,58,1.6,"cable, investments",2012
Yasseen Mansour,Egypt,50,1.6,diversified,2012
Bill Marriott Jr,United States,80,1.6,hotels,2012
Craig McCaw,United States,62,1.6,telecom,2012
Florentino Perez,Spain,65,1.6,construction,2012
Linda Pritzker,United States,58,1.6,"hotels, investments",2012
Anas Sefrioui,Morocco,54,1.6,Real estate,2012
Shen Guojun,China,49,1.6,retail,2012
Kavitark Ram Shriram,United States,55,1.6,"Venture capital, Google",2012
Song Zuowen,China,65,1.6,diversified,2012
Clemmie Spangler Jr,United States,79,1.6,investments,2012
Tong Jinquan,China,57,1.6,real estate,2012
Martin Viessmann,Germany,58,1.6,heating equipment,2012
Wang Muqing & family,China,61,1.6,auto Distribution,2012
Arne Wilhelmsen & family,Norway,81,1.6,Royal Caribbean,2012
Jacky Xu,St. Kitts and Nevis,N/A,1.6,apparel,2012
Zhang Li,China,59,1.6,real estate,2012
Zhou Furen,China,54,1.6,diversified,2012
Mohammed Al Rajhi & family,Saudi Arabia,N/A,1.5,banking,2012
Nadhmi Auchi,United Kingdom,74,1.5,real estate,2012
Enrique Banuelos,Spain,46,1.5,real estate,2012
Ron Baron,United States,68,1.5,money managment,2012
Edward Bass,United States,67,1.5,"oil, investments",2012
Steve Case,United States,53,1.5,AOL,2012
Christopher Cline,United States,54,1.5,coal,2012
Ray Davis,United States,70,1.5,pipelines,2012
Dermot Desmond,Ireland,61,1.5,finance,2012
Tilman Fertitta,United States,54,1.5,hospitality,2012
Soichiro Fukutake,Japan,66,1.5,education,2012
Daniel Gilbert,United States,50,1.5,Quicken Loans,2012
Mitchell Goldhar,Canada,51,1.5,Real estate,2012
Tom Golisano,United States,70,1.5,Paychex,2012
Senapathy Gopalakrishnan & family,India,56,1.5,software,2012
Joe Jamail Jr,United States,86,1.5,lawsuits,2012
Bruce Karsh,United States,57,1.5,money management,2012
Kenneth Langone,United States,76,1.5,investments,2012
Li Shufu,China,48,1.5,Automobil,2012
Liao Long-Shing,Taiwan,N/A,1.5,petrochemicals,2012
Suhon Lin,Taiwan,84,1.5,petrochemicals,2012
Niels Peter Louis-Hansen,Denmark,64,1.5,medical devices,2012
Ma Xingtian & family,China,43,1.5,pharmaceuticals,2012
Igor Makarov,Russia,49,1.5,gas,2012
Stephen Mandel Jr,United States,56,1.5,hedge funds,2012
Youssef Mansour,Egypt,66,1.5,diversified,2012
Howard Marks,United States,65,1.5,money management,2012
Robert McNair,United States,75,1.5,"energy, sports",2012
Hans Melchers,Netherlands,73,1.5,"chemicals, investments",2012
Robert Miller,United Kingdom,N/A,1.5,retail,2012
Manuel Moroun & family,United States,84,1.5,Transportation,2012
Zelimkhan Mutsoev,Russia,52,1.5,"fertilizers, real estate",2012
Jonathan Nelson,United States,55,1.5,Leveraged buyouts,2012
Gabe Newell,United States,49,1.5,Valve Corporation,2012
Vikas Oberoi,India,41,1.5,real estate,2012
Bob Parsons,United States,61,1.5,web hosting,2012
Dinu Patriciu,Romania,61,1.5,"oil, real estate, retail",2012
Robert Pera,United States,34,1.5,Ubiquiti Networks,2012
Jose Isaac Peres,Brazil,70,1.5,shopping centers,2012
Gregorio Perez Companc,Argentina,77,1.5,food products,2012
Stanley Perron,Australia,89,1.5,Real Estate,2012
Murdaya Poo,Indonesia,71,1.5,Diversified,2012
Michael Price,United States,59,1.5,investments,2012
James Pritzker,United States,60,1.5,"hotels, investments",2012
Marc Rowan,United States,50,1.5,leveraged buyouts,2012
Howard Schultz,United States,58,1.5,Starbucks,2012
Shen Wenrong,China,66,1.5,Steel,2012
Sit Kwong Lam,Hong Kong,44,1.5,oil transportation,2012
Donald Sterling,United States,76,1.5,Real Estate,2012
Pat Stryker,United States,55,1.5,medical technology,2012
Suh Kyung-Bae,South Korea,49,1.5,cosmetics,2012
Roustam Tariko,Russia,50,1.5,banking,2012
Peter Thiel,United States,44,1.5,"Paypal, Facebook",2012
Tiong Hiew King,Malaysia,77,1.5,timber,2012
Wilma Tisch,United States,84,1.5,diversified,2012
Tseng Shin-yi,Taiwan,84,1.5,petrochemicals,2012
Bulat Utemuratov,Kazakhstan,N/A,1.5,"Mining, banking, hotels",2012
Albert von Thurn und Taxis,Germany,28,1.5,diversified,2012
Zan Shengda,China,48,1.5,diversified,2012
Lina Maria Aguiar,Brazil,N/A,1.4,banking,2012
Herbert Allen Jr & family,United States,72,1.4,investment banking,2012
Andrej Babis,Czech Republic,57,1.4,agriculture,2012
Louis Bacon,United States,53,1.4,hedge funds,2012
Stephen Bisciotti,United States,51,1.4,"outsourcing, football",2012
Arthur Blank,United States,69,1.4,Home Depot,2012
Gary Burrell,United States,74,1.4,navigation equipment,2012
William Connor II,United States,62,1.4,sourcing,2012
Scott Cook,United States,59,1.4,Intuit,2012
Joseph Craft III & family,United States,61,1.4,coal,2012
Bharat Desai,United States,59,1.4,outsourcing,2012
Carlos Hank Rhon & family,Mexico,64,1.4,banking,2012
Michael Hintze,Australia,58,1.4,Finance,2012
James Irsay,United States,52,1.4,Indianapolis Colts,2012
Irwin Jacobs,United States,78,1.4,Qualcomm,2012
Ryoichi Jinnai,Japan,85,1.4,"consumer lending, agriculture",2012
Kim Tack-Jin,South Korea,45,1.4,online gaming,2012
Alexander Knaster,United States,53,1.4,"oil, telecom, banking",2012
Thomas Lee,United States,67,1.4,leveraged buyouts,2012
Li Li,China,48,1.4,pharmaceuticals,2012
Lin Li,China,48,1.4,investments,2012
Lu Xiangyang,China,49,1.4,"Automobile, Investment",2012
Billy Joe (Red) McCombs,United States,84,1.4,"radio, oil, real estate",2012
Gary Michelson,United States,63,1.4,medical patents,2012
Henry Nicholas III,United States,52,1.4,semiconductors,2012
Nandan Nilekani & family,India,56,1.4,software,2012
Tuncay Ozilhan,Turkey,64,1.4,"beverages, diversified",2012
Henry Ross Perot Jr,United States,53,1.4,"computer services, real estate",2012
T. Boone Pickens,United States,83,1.4,"oil & gas, investments",2012
Ajay Piramal,India,56,1.4,pharmaceuticals,2012
K. Anji Reddy,India,70,1.4,pharmaceuticals,2012
Evgeny (Eugene) Shvidler,United States,48,1.4,"oil & gas, investments",2012
Edwin Soeryadjaya,Indonesia,63,1.4,Coal,2012
Helmut Sohmen,Austria,72,1.4,shipping,2012
Ralph Sonnenberg,Netherlands,77,1.4,blinds,2012
Gautam Thapar,India,51,1.4,"engineering, paper",2012
Mustafa Latif Topbas,Turkey,68,1.4,"food manufacturing, retail",2012
Meg Whitman,United States,55,1.4,Ebay,2012
Dan Wilks,United States,55,1.4,natural gas,2012
Farris Wilks,United States,60,1.4,natural gas,2012
Wong Luen Hei,China,50,1.4,diversified,2012
Wu Yiling & family,China,62,1.4,pharmaceuticals,2012
Elaine Wynn,United States,68,1.4,Hotels,2012
Xiong Xuqiang & family,Hong Kong,55,1.4,Real Estate,2012
Zhong Sheng Jian,Singapore,54,1.4,Real Estate,2012
Zhu Xingliang,China,52,1.4,interior decorating,2012
Ahmet Nazif Zorlu,Turkey,67,1.4,diversified,2012
Mikhail Abyzov,Russia,39,1.3,"power, power engineering",2012
Mohamed Al Fayed,Egypt,79,1.3,retailing,2012
Edmund Ansin,United States,76,1.3,television,2012
Roman Avdeev,Russia,44,1.3,"banking, development",2012
Manoj Bhargava,United States,N/A,1.3,5-Hour Energy,2012
Julio Bozano,Brazil,76,1.3,banking,2012
Charles Brandes,United States,69,1.3,money management,2012
Hubert Burda,Germany,72,1.3,publishing,2012
Ahmet Calik,Turkey,54,1.3,"energy, media, banking",2012
S. Truett Cathy,United States,91,1.3,Chick-fil-A,2012
Leon Charney,United States,70,1.3,Real estate,2012
Che Jianxin,China,45,1.3,retail,2012
David Cheriton,Canada,60,1.3,Google,2012
Eduardo Cojuangco,Philippines,76,1.3,food & drinks,2012
Peter Cruddas,United Kingdom,58,1.3,financial services,2012
Leszek Czarnecki,Poland,50,1.3,finance,2012
Venugopal Dhoot,India,60,1.3,electronics,2012
Ennio Doris & family,Italy,71,1.3,insurance,2012
David Duffield,United States,71,1.3,PeopleSoft,2012
Gleb Fetisov,Russia,45,1.3,"telecom, finance",2012
Andrei Filatov,Russia,40,1.3,"ports, railway transport",2012
David Filo,United States,45,1.3,Yahoo,2012
William Fisher,United States,54,1.3,Gap,2012
Reinold Geiger,Austria,64,1.3,beauty products,2012
Christopher Goldsbury,United States,69,1.3,salsa,2012
Konstantin Grigorishin,Russia,46,1.3,Power engineering,2012
David Harding,United Kingdom,50,1.3,Finance,2012
Peter Hargreaves,United Kingdom,65,1.3,financial services,2012
Ayman Hariri,Lebanon,33,1.3,"construction, investments",2012
Fahd Hariri,Lebanon,31,1.3,"construction, investments",2012
Roberto Hernandez Ramirez,Mexico,70,1.3,banking,2012
Ingeburg Herz,Germany,90,1.3,coffee,2012
