name,country,age,wealth,source,year
Stefan Reimann-Andersen,Germany,50,3.3,consumer goods,2014
Renate Reimann-Haas,Germany,62,3.3,consumer goods,2014
Clayton Riddell,Canada,76,3.3,oil & gas,2014
Renzo Rosso,Italy,58,3.3,Diesel Jeans,2014
Stephan Schmidheiny,Switzerland,66,3.3,investments,2014
Sarik Tara,Turkey,83,3.3,construction,2014
Samuel Yin,Taiwan,63,3.3,diversified,2014
"Austen Cargill, II.",United States,63,3.2,Cargill Inc.,2014
"James Cargill, II.",United States,64,3.2,Cargill Inc.,2014
Desh Bandhu Gupta,India,76,3.2,pharmaceuticals,2014
Heidi Horten,Austria,73,3.2,retail,2014
Spiro Latsis & family,Greece,67,3.2,"banking, shipping",2014
Marianne Liebmann,United States,60,3.2,"Cargill, Inc.",2014
George Lindemann & family,United States,77,3.2,investments,2014
Liu Yonghao & family,China,62,3.2,agribusiness,2014
Lu Xiangyang,China,51,3.2,automobiles,2014
Victor Pinchuk,Ukraine,53,3.2,"steel pipes, diversified",2014
Issad Rebrab,Algeria,70,3.2,food,2014
"Julian Robertson, Jr.",United States,82,3.2,hedge funds,2014
Frederick Smith,United States,69,3.2,FedEx,2014
Christoffel Wiese,South Africa,72,3.2,retailing,2014
Mohammed Al Issa,Saudi Arabia,89,3.1,investments,2014
Syed Mokhtar Al-Bukhary,Malaysia,62,3.1,diversified,2014
David Azrieli & family,Canada,91,3.1,shopping malls,2014
"William Conway, Jr.",United States,64,3.1,private equity,2014
Daniel D'Aniello,United States,67,3.1,private equity,2014
Stanley Druckenmiller,United States,60,3.1,hedge funds,2014
Archie Aldis Emmerson,United States,84,3.1,"timberland, lumber mills",2014
Andre Esteves,Brazil,45,3.1,banking,2014
Judy Faulkner,United States,70,3.1,health IT,2014
Stelios Haji-Ioannou,Cyprus,47,3.1,EasyJet,2014
"Jeremy Jacobs, Sr.",United States,74,3.1,sports concessions,2014
James Jannard,United States,64,3.1,sunglasses,2014
Peter Kellogg,United States,71,3.1,investments,2014
Mohamed Mansour,Egypt,66,3.1,diversified,2014
Najib Mikati,Lebanon,58,3.1,telecom,2014
Taha Mikati,Lebanon,69,3.1,telecom,2014
Antonio Ermirio de Moraes,Brazil,85,3.1,diversified,2014
Ermirio Pereira de Moraes,Brazil,81,3.1,diversified,2014
Maria Helena Moraes Scripilliti,Brazil,83,3.1,diversified,2014
Theo Mueller,Germany,74,3.1,dairy,2014
Isaac Perlmutter,United States,71,3.1,Marvel comics,2014
Anthony Pritzker,United States,53,3.1,"hotels, investments",2014
Jay Robert (J.B.) Pritzker,United States,49,3.1,"hotels, investments",2014
David Rubenstein,United States,64,3.1,private equity,2014
Shi Yuzhu,China,51,3.1,diversified,2014
Alexander Svetakov,Russia,46,3.1,"banking, real estate",2014
Yitzhak Tshuva,Israel,65,3.1,real estate,2014
Roger Wang,United States,65,3.1,retail,2014
Wang Yung-Tsai,Taiwan,93,3.1,plastics,2014
Hans Peter Wild,Germany,72,3.1,Wild Flavors GmbH,2014
Eddie & Sol Zakay,United Kingdom,63,3.1,real estate,2014
Brian Acton,United States,42,3,WhatsApp,2014
Peter Buck,United States,83,3,Subway Restaurants,2014
John Catsimatidis,United States,65,3,"oil, real estate, supermarkets",2014
John Paul DeJoria,United States,70,3,"hair products, tequila",2014
Fred DeLuca,United States,66,3,Subway Restaurants,2014
Lawrence Ho,Hong Kong,37,3,casinos,2014
"Amos Hostetter, Jr.",United States,77,3,cable television,2014
H. Fisk Johnson,United States,55,3,cleaning products,2014
Imogene Powers Johnson,United States,84,3,cleaning products,2014
S. Curtis Johnson,United States,58,3,cleaning products,2014
Helen Johnson-Leipold,United States,57,3,cleaning products,2014
Winnie Johnson-Marquart,United States,54,3,cleaning products,2014
Jerry Jones,United States,71,3,Dallas Cowboys,2014
Edward Lampert,United States,51,3,Sears,2014
Michel Leclercq & family,France,74,3,sporting goods,2014
Samuel Tak Lee,Hong Kong,74,3,real estate,2014
James Leprino,United States,76,3,cheese,2014
Friedhelm Loh,Germany,67,3,manufacturing,2014
Lu Zhiqiang,China,61,3,diversified,2014
Kerr Neilson,Australia,64,3,investment,2014
Alexander Nesis,Russia,51,3,"metals, banking, fertilizers",2014
Husnu Ozyegin,Turkey,69,3,"finance, diversified",2014
Anthony Pratt,Australia,53,3,"packaging, recycling",2014
Paul Ramsay,Australia,78,3,health care,2014
"Robert Rich, Jr.",United States,73,3,frozen foods,2014
Kushal Pal Singh,India,82,3,real estate,2014
Harry Stine,United States,72,3,agriculture,2014
Tang Yiu,Hong Kong,80,3,retail,2014
Wang Yusuo & family,China,49,3,energy,2014
Anil Agarwal,India,60,2.9,"mining, metals",2014
John Arnold,United States,39,2.9,hedge funds,2014
Carlo Benetton,Italy,70,2.9,"clothing, investments",2014
Gilberto Benetton,Italy,72,2.9,"clothing, investments",2014
Giuliana Benetton,Italy,76,2.9,"clothing, investments",2014
Luciano Benetton,Italy,78,2.9,"clothing, investments",2014
Rahel Blocher,Switzerland,38,2.9,chemicals,2014
David Filo,United States,47,2.9,Yahoo,2014
John Fisher,United States,52,2.9,Gap,2014
Jaime Gilinski Bacal,Colombia,56,2.9,banking,2014
Tom Gores,United States,49,2.9,private equity,2014
Joshua Harris,United States,49,2.9,private equity,2014
Robert Kraft,United States,72,2.9,New England Patriots,2014
Herbert Louis,United States,85,2.9,cleaning products,2014
Josephine Louis & family,United States,83,2.9,cleaning products,2014
Magdalena Martullo-Blocher,Switzerland,45,2.9,chemicals,2014
Fernando Roberto Moreira Salles,Brazil,67,2.9,"banking, minerals",2014
Joao Moreira Salles,Brazil,52,2.9,"banking, minerals",2014
Walther Moreira Salles Junior,Brazil,57,2.9,banking,2014
Pedro Moreira Salles,Brazil,54,2.9,"banking, minerals",2014
Farhad Moshiri,United Kingdom,58,2.9,"iron ore, steel, telecoms",2014
Igor Olenicoff,United States,71,2.9,real estate,2014
Michael Pieper,Switzerland,68,2.9,kitchen appliances,2014
Thomas Pritzker,United States,63,2.9,"hotels, investments",2014
"David Rockefeller, Sr.",United States,98,2.9,"oil, banking",2014
Marc Rowan,United States,52,2.9,private equity,2014
"Walter Scott, Jr.",United States,82,2.9,"construction, telecom",2014
Oprah Winfrey,United States,60,2.9,television,2014
Michael Ying,Hong Kong,64,2.9,retail,2014
Gautam Adani,India,51,2.8,"commodities, infrastructure",2014
Saif Al Ghurair & family,United Arab Emirates,n/a,2.8,diversified,2014
Robert Bass,United States,66,2.8,"oil, investments",2014
Othman Benjelloun,Morocco,81,2.8,"banking, insurance",2014
Bernard Broermann,Germany,70,2.8,healthcare,2014
John Caudwell,United Kingdom,61,2.8,mobile phones,2014
"Edward DeBartolo, Jr.",United States,67,2.8,shopping centers,2014
Abilio dos Santos Diniz,Brazil,77,2.8,retail,2014
Philippe Foriel-Destezet,France,78,2.8,employment agency,2014
Huang Rulun,China,62,2.8,real estate,2014
W. Herbert Hunt,United States,85,2.8,"Inheritance, oil, real estate",2014
Erman Ilicak,Turkey,46,2.8,construction,2014
Angela Leong,Hong Kong,52,2.8,casinos,2014
Mary Alice Dorrance Malone,United States,64,2.8,Campbell Soup,2014
Ziyad Manasir,Russia,48,2.8,construction,2014
Masahiro Miki,Japan,58,2.8,retail,2014
Michael Moritz,United States,59,2.8,venture capital,2014
Viktor Rashnikov,Russia,65,2.8,steel,2014
Krit Ratanarak,Thailand,67,2.8,"media, real estate",2014
Leandro Rizzuto & family,United States,75,2.8,consumer products,2014
"Wilbur Ross, Jr.",United States,76,2.8,investments,2014
Dirk Rossmann,Germany,67,2.8,drugstore chain,2014
Naguib Sawiris,Egypt,59,2.8,telecom,2014
Michael & Rainer Schmidt-Ruthenbeck,Germany,n/a,2.8,retail,2014
Alexandra Schorghuber,Germany,55,2.8,real estate,2014
Alexandre Soares dos Santos & family,Portugal,79,2.8,retail,2014
Peter Sondakh,Indonesia,62,2.8,investments,2014
Suh Kyung-Bae,South Korea,51,2.8,Amorepacific,2014
Alfred Taubman,United States,90,2.8,real estate,2014
Joan Tisch,United States,88,2.8,diversified,2014
Chee Chen Tung & family,Hong Kong,72,2.8,shipping,2014
Yang Kai,China,57,2.8,dairy products,2014
Richard Chandler,New Zealand,55,2.75,investments,2014
Marie Besnier Beauvalot,France,33,2.7,cheese,2014
Jean-Michel Besnier,France,46,2.7,cheese,2014
David Bonderman,United States,71,2.7,private equity,2014
Eva Maria Bucher-Haefner,Switzerland,57,2.7,Computer Associates,2014
Ron Burkle,United States,61,2.7,"supermarkets, investments",2014
Andrew & Peggy Cherng,United States,n/a,2.7,Restaurants,2014
Dagmar Dolby & family,United States,72,2.7,Dolby Laboratories,2014
Johan Johannson,Norway,47,2.7,"NorgesGruppen, grocery wholesaling",2014
Hanni Toosbuy Kasprzak,Denmark,56,2.7,shoes,2014
Miguel Krigsner,Brazil,64,2.7,cosmetics,2014
Law Kar Po,Hong Kong,66,2.7,hotels,2014
Liu Qiangdong,China,39,2.7,e-commerce,2014
Patrice Motsepe,South Africa,52,2.7,mining,2014
Robert Pera,United States,35,2.7,technology,2014
Qiu Guanghe & family,China,62,2.7,retail,2014
Michael Rubin,United States,41,2.7,online retailing,2014
Jeff Sutton,United States,54,2.7,real estate,2014
Tong Jinquan,China,59,2.7,real estate,2014
Elaine Wynn,United States,70,2.7,"casinos, hotels",2014
Ye Chenghai & family,Hong Kong,70,2.7,pharmaceuticals,2014
Yeoh Tiong Lay,Malaysia,84,2.7,"construction, real estate",2014
"Herbert Allen, Jr. & family",United States,74,2.6,investment banking,2014
Vasily Anisimov,Russia,62,2.6,"metals, real estate",2014
Emilio Azcarraga Jean,Mexico,46,2.6,media,2014
Vladimir Bogdanov,Russia,62,2.6,oil,2014
Jason Chang,Singapore,69,2.6,electronics,2014
Mark Cuban,United States,55,2.6,online media,2014
Edson de Godoy Bueno,Brazil,70,2.6,"hospitals, health care",2014
Hui Lin Chit,China,61,2.6,hygiene products,2014
Danil Khachaturov,Russia,42,2.6,"insurance, banking, real estate",2014
Patrick Lee,Hong Kong,72,2.6,paper,2014
Daniel Mate,Spain,50,2.6,Glencore International,2014
Pan Zhengmin & family,China,44,2.6,electronics,2014
Sean Parker,United States,34,2.6,Facebook,2014
A. Jerrold Perenchio,United States,83,2.6,"television, Univision",2014
Richard Rainwater,United States,69,2.6,"real estate, energy, insurance",2014
Reinhold Schmieding,United States,59,2.6,medical devices,2014
Yasumitsu Shigeta,Japan,49,2.6,mobile telecom,2014
Helmut Sohmen,Austria,74,2.6,shipping,2014
Maria Luisa Solari Falabella & family,Chile,73,2.6,retail,2014
Sze Man Bok,China,64,2.6,hygiene products,2014
Torbjorn Tornqvist,Sweden,60,2.6,oil trading,2014
Martin Viessmann,Germany,60,2.6,heating equipment,2014
Ty Warner,United States,69,2.6,"real estate, plush toys",2014
Anita Zucker,United States,62,2.6,chemicals,2014
Abdulla Al Futtaim,United Arab Emirates,n/a,2.5,"auto dealers, investments",2014
Folorunsho Alakija,Nigeria,63,2.5,oil,2014
Eduardo Belmont Anderson,Peru,68,2.5,cosmetics,2014
Neil Bluhm,United States,76,2.5,real estate,2014
Hubert Burda,Germany,74,2.5,publishing,2014
Clive Calder,United Kingdom,67,2.5,record label,2014
David Cheriton,Canada,62,2.5,Google,2014
Chey Tae-Won,South Korea,53,2.5,SK,2014
Jack Dangermond,United States,68,2.5,mapping software,2014
Belmiro de Azevedo,Portugal,75,2.5,retail,2014
Ennio Doris & family,Italy,73,2.5,insurance,2014
"John Dorrance, III.",Ireland,70,2.5,Campbell Soup,2014
Charles Dunstone,United Kingdom,50,2.5,mobile phones,2014
William Erbey,United States,64,2.5,finance,2014
Bernd Freier,Germany,57,2.5,retail,2014
Dan Friedkin,United States,49,2.5,Toyota distribution,2014
William Fung,Hong Kong,65,2.5,sourcing,2014
Dan Gertler,Israel,40,2.5,mining,2014
Jeff Greene,United States,59,2.5,"real estate, investments",2014
Timothy Headington,United States,63,2.5,"oil & gas, investments",2014
Henry Hillman,United States,95,2.5,investments,2014
H. Wayne Huizenga,United States,76,2.5,investments,2014
Min Kao,United States,65,2.5,navigation equipment,2014
Valery Kogan,Russia,62,2.5,airport,2014
Bernardo Matte,Chile,58,2.5,paper,2014
Eliodoro Matte,Chile,68,2.5,paper,2014
Patricia Matte,Chile,70,2.5,paper,2014
Siegfried Meister,Germany,76,2.5,appliances,2014
Michael Milken,United States,67,2.5,investments,2014
Aristotelis Mistakidis,Greece,52,2.5,Glencore International,2014
Shigenobu Nagamori,Japan,69,2.5,motors,2014
Philip Niarchos,Greece,60,2.5,art collection,2014
Madeleine Olsson Ericksson,Sweden,69,2.5,diversified,2014
Stefan Olsson,Sweden,65,2.5,diversified,2014
Pang Kang,China,58,2.5,flavorings,2014
Mochtar Riady & family,Indonesia,84,2.5,diversified,2014
Francisco Jose Riberas Mera,Spain,49,2.5,steel,2014
Juan Maria Riberas Mera,Spain,n/a,2.5,steel,2014
Kjell Inge Rokke,Norway,55,2.5,"shipping, seafood",2014
Phillip Ruffin,United States,78,2.5,"casinos, real estate",2014
Teddy Sagi,Israel,42,2.5,gambling software,2014
Warren Stephens,United States,57,2.5,investment banking,2014
Juan-Miguel Villar Mir,Spain,82,2.5,construction,2014
"William Wrigley, Jr.",United States,50,2.5,chewing gum,2014
Juan Abello,Spain,72,2.4,investments,2014
Abdullah Al Rajhi,Saudi Arabia,n/a,2.4,banking,2014
Carlos Ardila Lulle,Colombia,83,2.4,"soft drinks, diversified",2014
George Argyros,United States,77,2.4,"real estate, investments",2014
Andrej Babis,Czech Republic,59,2.4,agriculture,2014
Silas Chou,Hong Kong,67,2.4,apparel,2014
Leszek Czarnecki,Poland,52,2.4,finance,2014
Bharat Desai & family,United States,61,2.4,outsourcing,2014
Richard Desmond,United Kingdom,62,2.4,publishing,2014
Barry Diller,United States,72,2.4,online media,2014
Tilman Fertitta,United States,56,2.4,"restaurants, casinos",2014
Ken Fisher,United States,63,2.4,Money management,2014
Henry Fong Yun Wah,Hong Kong,89,2.4,real estate,2014
Esther Grether & family,Switzerland,78,2.4,"art collection, Swatch",2014
Ingeburg Herz,Germany,92,2.4,coffee,2014
Manuel Jove,Spain,72,2.4,real estate,2014
Saleh Kamel,Saudi Arabia,72,2.4,diversified,2014
Kwek Leng Beng & family,Singapore,73,2.4,diversified,2014
Stephen Lansdown,Guernsey,61,2.4,financial services,2014
Louis Le Duff,France,67,2.4,bakeries,2014
Edwin Leong,Hong Kong,62,2.4,real estate,2014
Rodney Lewis,United States,60,2.4,natural gas,2014
Liang Yunchao,China,45,2.4,nutrition supplements,2014
Ma Jianrong & family,China,50,2.4,"textiles, apparel",2014
Brijmohan Lall Munjal,India,90,2.4,motorcycles,2014
Maja Oeri,Switzerland,59,2.4,Roche Holding,2014
Pankaj Patel,India,60,2.4,pharmaceuticals,2014
Sebastian Pinera,Chile,64,2.4,investments,2014
Kevin Plank,United States,41,2.4,Under Armour,2014
Onsi Sawiris,Egypt,84,2.4,"construction, telecom",2014
Lawrence Stroll,Canada,54,2.4,retail,2014
Mortimer Zuckerman,United States,76,2.4,"real estate, media",2014
Peter Lim,Singapore,60,2.35,investments,2014
Caprotti Bernardo,Italy,88,2.3,grocery stores,2014
Henadiy Boholyubov,Ukraine,52,2.3,"banking, investments",2014
Cai Kui,China,51,2.3,real estate,2014
Chen Fashu,China,53,2.3,diversified,2014
James France,United States,69,2.3,auto racing,2014
Victor Fung,United States,68,2.3,trading company,2014
Jean Claude Gandur,Switzerland,65,2.3,"oil trading, exploration",2014
Bill Gross,United States,69,2.3,investments,2014
Stanley Hubbard,United States,80,2.3,DirecTV,2014
Indu Jain,India,77,2.3,media,2014
Jia Yueting,China,41,2.3,entertainment,2014
Kuok Khoon Hong,Singapore,64,2.3,palm oil,2014
Kenneth Langone,United States,78,2.3,investments,2014
Alexander Mamut,Russia,54,2.3,investments,2014
Youssef Mansour,Egypt,68,2.3,diversified,2014
Richard Marriott,United States,75,2.3,hotels,2014
Robert Miller,Canada,68,2.3,retail,2014
Mario Moretti Polegato,Italy,61,2.3,shoes,2014
David Murdock,United States,90,2.3,"Dole, real estate",2014
Julio Ponce,Chile,68,2.3,fertilizers,2014
Alexander Ponomarenko,Russia,49,2.3,port,2014
Jean (Gigi) Pritzker,United States,52,2.3,"hotels, investments",2014
Penny Pritzker,United States,54,2.3,"hotels, investments",2014
"Bernard Saul, II.",United States,81,2.3,"banking, real estate",2014
Alexander Skorobogatko,Russia,46,2.3,port,2014
Michal Solowow,Poland,51,2.3,investments,2014
"Clemmie Spangler, Jr.",United States,81,2.3,investments,2014
George Ty & family,Philippines,81,2.3,banking,2014
Wang Changtian,China,48,2.3,entertainment,2014
John Whittaker,United Kingdom,71,2.3,real estate,2014
Xu Jingren & family,China,69,2.3,pharmaceuticals,2014
Xue Xiangdong & family,China,55,2.3,software,2014
Semahat Sevim Arsel,Turkey,85,2.2,diversified,2014
Nadhmi Auchi,United Kingdom,76,2.2,real estate,2014
Naruatsu Baba,Japan,36,2.2,smartphone game maker,2014
Stephen Bisciotti,United States,53,2.2,"outsourcing, football",2014
Rossana Camargo de Arruda Botelho,Brazil,64,2.2,construction,2014
Mark Coombs,United Kingdom,53,2.2,finance,2014
Jean Coutu,Canada,86,2.2,pharmacies,2014
John de Mol,Netherlands,58,2.2,TV,2014
Giuseppe De'Longhi,Italy,74,2.2,retail,2014
Jack Dorsey,United States,37,2.2,Twitter,2014
Lindsay Fox,Australia,76,2.2,transport,2014
Martin Haefner,Switzerland,60,2.2,"technology, investments",2014
Andreas Halvorsen,Norway,52,2.2,hedge funds,2014
Bahaa Hariri,Lebanon,47,2.2,"real estate, investments, logistics",2014
Jiang Rensheng & family,China,60,2.2,pharmaceuticals,2014
Manuel Lao Hernandez,Spain,69,2.2,gambling,2014
Daniel Loeb,United States,52,2.2,hedge funds,2014
Joe Mansueto,United States,57,2.2,investment research,2014
Kalanithi Maran,India,48,2.2,media,2014
"Bill Marriott, Jr.",United States,81,2.2,hotels,2014
Renata de Camargo Nascimento,Brazil,63,2.2,construction,2014
Martin Naughton,Ireland,74,2.2,heating equipment,2014
Richard Peery,United States,75,2.2,real estate,2014
Tor Peterson,United States,49,2.2,commodities,2014
Regina de Camargo Pires Oliveira Dias,Brazil,60,2.2,construction,2014
Moise Safra,Brazil,79,2.2,banking,2014
Peter Thiel,United States,46,2.2,Facebook,2014
Ted Turner,United States,75,2.2,cable television,2014
Bulat Utemuratov,Kazakhstan,56,2.2,"mining, banking, hotels",2014
Romesh T. Wadhwani,United States,66,2.2,software,2014
Chip Wilson,Canada,57,2.2,Lululemon,2014
Goh Cheng Liang,Singapore,n/a,2.15,paints,2014
Edward Bass,United States,69,2.1,"oil, investments",2014
Lee Bass,United States,57,2.1,"oil, investments",2014
Charles Bronfman,Canada,82,2.1,liquor,2014
Thomas Bruch,Germany,63,2.1,food retailing,2014
James Coulter,United States,54,2.1,private equity,2014
Alexander Dzhaparidze,Russia,58,2.1,oil services,2014
N. Murray Edwards,Canada,54,2.1,oil & gas,2014
Gerald J. Ford,United States,69,2.1,banking,2014
Tom Golisano,United States,72,2.1,payroll services,2014
David Hains,Australia,83,2.1,finance,2014
B. Wayne Hughes,United States,80,2.1,self storage,2014
Johnelle Hunt,United States,82,2.1,trucking,2014
Michael Jaharis,United States,85,2.1,pharmaceuticals,2014
Alexander Knaster,United States,55,2.1,"oil, telecom, banking",2014
Mustafa Rahmi Koc,Turkey,83,2.1,diversified,2014
Ihor Kolomoyskyy,Ukraine,51,2.1,"banking, investments",2014
Alicia Koplowitz,Spain,59,2.1,"construction, investments",2014
Raj Kumar & Kishin RK,Singapore,59,2.1,real estate,2014
Liu Zhongtian & family,China,50,2.1,aluminum products,2014
Vincent Lo,Hong Kong,65,2.1,real estate,2014
Igor Makarov,Russia,51,2.1,gas,2014
"Stephen Mandel, Jr.",United States,57,2.1,hedge funds,2014
David Penaloza Sandoval,Mexico,67,2.1,construction,2014
Mary & Douglas Perkins,United Kingdom,n/a,2.1,retail,2014
Reinfried Pohl,Germany,85,2.1,mutual funds,2014
Helena Revoredo,Spain,67,2.1,insurance,2014
Ferit Faik Sahenk,Turkey,49,2.1,"banking, media",2014
Howard Schultz,United States,60,2.1,Starbucks,2014
Richard Schulze,United States,73,2.1,Best Buy,2014
Antonio Luiz Seabra,Brazil,71,2.1,cosmetics,2014
Malvinder & Shivinder Singh,India,n/a,2.1,healthcare,2014
Taizo Son,Japan,n/a,2.1,gaming,2014
Sylvia Stroher,Germany,58,2.1,cosmetics,2014
Sukanto Tanoto,Indonesia,64,2.1,diversified,2014
T.Y. Tsai,Taiwan,n/a,2.1,finance,2014
Sandro Veronesi,Italy,54,2.1,Calzedonia,2014
Jerry Yang,United States,45,2.1,Yahoo,2014
Zhang Li,China,61,2.1,real estate,2014
Zhou Hongyi,China,43,2.1,Internet,2014
Zhu Gongshan,China,56,2.1,solar panel materials,2014
Herbert Simon,United States,79,2.05,real estate,2014
Alexei Ananyev,Russia,49,2,"banking, IT, real estate",2014
Dmitry Ananyev,Russia,45,2,"banking, IT, real estate",2014
Ron Baron,United States,70,2,money management,2014
Carl Bennet,Sweden,62,2,investments,2014
Nicolas Berggruen,United States,52,2,investments,2014
Jim Breyer,United States,52,2,Facebook,2014
Cai Dongqing,China,44,2,animation,2014
Jose and Francisco Jose Calderon Rojas,Mexico,59,2,beverages,2014
Benjamin de Rothschild,Switzerland,50,2,banking,2014
Dermot Desmond,Ireland,63,2,finance,2014
James Dinan,United States,54,2,hedge funds,2014
Bennett Dorrance,United States,68,2,Campbell Soup,2014
John Farber,United States,88,2,chemicals,2014
Carlo Fidani,Canada,59,2,real estate,2014
Robert Fisher,United States,60,2,Gap,2014
William Fisher,United States,56,2,Gap,2014
Fiona Geminder,Australia,49,2,packaging,2014
Gordon Getty,United States,80,2,Getty Oil,2014
Sam Goi,Singapore,65,2,frozen foods,2014
Alec Gores,United States,60,2,private equity,2014
Noam Gottesman,United States,52,2,hedge funds,2014
Carlos Hank Rhon & family,Mexico,66,2,banking,2014
Vyacheslav Kantor,Russia,60,2,"fertilizer, real estate",2014
Bachtiar Karim,Indonesia,57,2,manufacturing,2014
Bruce Karsh,United States,58,2,private equity,2014
Brad Kelley,United States,57,2,tobacco,2014
Guy Laliberte,Canada,54,2,Cirque du Soleil,2014
Li Sze Lim,Hong Kong,57,2,real estate,2014
Catherine Lozick,United States,69,2,Manufacturing,2014
Howard Marks,United States,67,2,private equity,2014
Clayton Mathile,United States,73,2,pet food,2014
"Drayton McLane, Jr.",United States,77,2,"Wal-Mart, logistics",2014
Robert McNair,United States,77,2,"energy, sports",2014
Erwin Franz Mueller,Germany,81,2,drug stores,2014
Or Wai Sheun,Hong Kong,62,2,real estate,2014
Florentino Perez,Spain,66,2,construction,2014
Jorge Perez,United States,64,2,condos,2014
Daniel Pritzker,United States,55,2,"hotels, investments",2014
John Pritzker,United States,61,2,"hotels, investments",2014
Nicolas Puech,France,71,2,Hermes,2014
Dmitry Pumpyansky,Russia,49,2,steel pipes,2014
Chanchai Ruayrungruang,China,60,2,beverages,2014
Shen Guojun,China,51,2,retail,2014
Shin Chang-Jae,South Korea,60,2,Kyobo Life Insurance,2014
Thomas Siebel,United States,61,2,business software,2014
Sit Kwong Lam,Hong Kong,46,2,"oil, transportation",2014
Sun Weijie,China,50,2,manufacturing,2014
Roustam Tariko,Russia,51,2,banking,2014
Tsai Hong-tu,Taiwan,61,2,finance,2014
Georg von Opel,Germany,47,2,real estate/investments,2014
Heloise Waislitz,Australia,51,2,packaging,2014
Matt & Dan Walsh,United States,n/a,2,construction,2014
Wang Wenxue,China,46,2,real estate,2014
Dean White,United States,90,2,"billboards, hotels",2014
Meg Whitman,United States,57,2,Ebay,2014
Arne Wilhelmsen & family,Norway,83,2,Royal Caribbean,2014
S. Daniel Abraham,United States,89,1.95,Slim-Fast,2014
Alex Beard,United Kingdom,46,1.95,Glencore International,2014
Nevaldo Rocha & family,Brazil,84,1.95,retail,2014
Henry Samueli,United States,59,1.95,semiconductors,2014
Shin Dong-Bin,South Korea,59,1.95,Lotte,2014
Wu Yiling & family,China,64,1.95,pharmaceuticals,2014
Mohamed Al Fayed,Egypt,85,1.9,"retail, investments",2014
Sulaiman Al Rajhi & family,Saudi Arabia,94,1.9,banking,2014
John Arrillaga,United States,76,1.9,real estate,2014
Mikhail Balakin,Russia,52,1.9,construction,2014
Sid Bass,United States,71,1.9,"oil, investments",2014
Norman Braman,United States,81,1.9,"art, car dealerships",2014
Miloud Chaabi,Morocco,85,1.9,diversified,2014
Subhash Chandra,India,63,1.9,media,2014
Dulce Pugliese de Godoy Bueno,Brazil,66,1.9,"hospitals, health care",2014
Fritz Draexlmaier,Germany,n/a,1.9,auto parts,2014
Robert Duggan,United States,69,1.9,pharmaceuticals,2014
Eduardo Eurnekian,Argentina,81,1.9,"airports, investments",2014
Fu Meicheng & family,China,56,1.9,entertainment,2014
David Gottesman,United States,87,1.9,investments,2014
Jonathan Harmsworth,United Kingdom,46,1.9,publishing,2014
John Kapoor,United States,70,1.9,healthcare,2014
Michael Klein,Brazil,63,1.9,retail,2014
Andrei Klyamko,Russia,52,1.9,steel,2014
Andrei Kozitsyn,Russia,53,1.9,metals,2014
Lev Kvetnoi,Russia,48,1.9,"cement, airport",2014
Wolfgang Leitner,Austria,60,1.9,engineering,2014
Richard Li,Hong Kong,47,1.9,telecoms,2014
Liao Long-Shing,Taiwan,n/a,1.9,petrochemicals,2014
Hans Melchers,Netherlands,75,1.9,"chemicals, investments",2014
Mo Tianquan,China,50,1.9,internet information provider,2014
Rubens Ometto Silveira Mello,Brazil,64,1.9,"sugar, ethanol",2014
Lirio Parisotto,Brazil,60,1.9,investments,2014
Bob Parsons,United States,63,1.9,web hosting,2014
Chandru Raheja,India,73,1.9,real estate,2014
Daniel Roullier & family,France,77,1.9,animal feed,2014
Alvaro Saieh Bendeck,Chile,64,1.9,banking,2014
Fayez Sarofim,United States,85,1.9,money management,2014
Song Zuowen,China,66,1.9,diversified,2014
Ronald Southern,Canada,83,1.9,"structures, utilities",2014
Donald Sterling,United States,78,1.9,real estate,2014
Pat Stryker,United States,57,1.9,medical equipment,2014
Tseng Shin-Yi,Taiwan,86,1.9,petrochemicals,2014
Wei Ing-Chou,Taiwan,61,1.9,"food, beverages",2014
Wei Yin-Chun,Taiwan,57,1.9,"food, beverages",2014
Wei Yin-Heng,Taiwan,55,1.9,"food, beverages",2014
Wei Ying-Chiao,Taiwan,59,1.9,"food, beverages",2014
Ian Wood & family,United Kingdom,71,1.9,energy services,2014
Ayman Asfari,United Kingdom,55,1.85,oil services,2014
Rahul Bajaj,India,75,1.85,motorcycles,2014
Diego Della Valle,Italy,60,1.85,retail,2014
Mitchell Goldhar,Canada,52,1.85,real estate,2014
Hans-Werner Hector,Germany,74,1.85,SAP,2014
Ajay Kalsi,India,53,1.85,oil and gas,2014
Suna Kirac,Turkey,72,1.85,diversified,2014
Marc Ladreit de Lacharriere,France,73,1.85,finance,2014
Li Shufu,China,50,1.85,automobiles,2014
Li Zhongchu,China,50,1.85,information technology,2014
Theodore Rachmat,Indonesia,70,1.85,diversified,2014
Stewart Rahr,United States,68,1.85,drug distribution,2014
Kavitark Ram Shriram,United States,57,1.85,"venture capital, Google",2014
Sun Piaoyang,China,55,1.85,pharmaceuticals,2014
Tahir,Indonesia,61,1.85,diversified,2014
Aras Agalarov,Russia,58,1.8,real estate,2014
Elisabeth Badinter & family,France,70,1.8,advertising,2014
Arthur Blank,United States,71,1.8,Home Depot,2014
Jaime Botin,Spain,77,1.8,banking,2014
Chao Teng-Hsiung,Taiwan,70,1.8,real estate,2014
Che Fengsheng,China,51,1.8,pharmaceuticals,2014
Chen Jinxia,China,45,1.8,investments,2014
