name,country,age,wealth,source,year
Zygmunt Solorz-Zak,Poland,56,2.9,TV broadcasting,2013
Alfred Taubman,United States,89,2.9,real estate,2013
Joan Tisch,United States,87,2.9,diversified,2013
Chip Wilson,Canada,56,2.9,Lululemon,2013
Richard Chandler,New Zealand,54,2.85,investments,2013
John Arnold,United States,39,2.8,hedge funds,2013
Francis Choi,Hong Kong,65,2.8,real estate,2013
David Consunji & family,Philippines,91,2.8,construction,2013
Stanley Druckenmiller,United States,59,2.8,hedge funds,2013
Doris Fisher,United States,81,2.8,Gap,2013
Gong Hongjia & family,Hong Kong,48,2.8,investments,2013
James Jannard,United States,63,2.8,sunglasses,2013
H. Fisk Johnson,United States,54,2.8,SC Johnson & Sons,2013
Imogene Powers Johnson,United States,83,2.8,SC Johnson & Sons,2013
S. Curtis Johnson,United States,57,2.8,SC Johnson & Sons,2013
Helen Johnson-Leipold,United States,56,2.8,SC Johnson & Sons,2013
Winnie Johnson-Marquart,United States,53,2.8,SC Johnson & Sons,2013
Patrick Lee,Hong Kong,71,2.8,paper,2013
Farhad Moshiri,United Kingdom,57,2.8,"iron ore, steel, telecoms",2013
"Julian Robertson, Jr.",United States,81,2.8,hedge funds,2013
Ronda Stryker,United States,58,2.8,medical technology,2013
Alexander Svetakov,Russia,45,2.8,"banking, real estate",2013
Sukanto Tanoto,Indonesia,63,2.8,diversified,2013
Sarik Tara,Turkey,82,2.8,construction,2013
Andreas von Bechtolsheim,Germany,57,2.8,Google,2013
Oprah Winfrey,United States,59,2.8,television,2013
Steve Wynn,United States,71,2.8,"casinos, hotels",2013
Yeoh Tiong Lay,Malaysia,83,2.8,diversified,2013
Syed Mokhtar AlBukhary,Malaysia,61,2.75,diversified,2013
Ali Ibrahim Agaoglu,Turkey,59,2.7,construction,2013
Robert Bass,United States,65,2.7,"oil, investments",2013
Cai Kui,China,50,2.7,real estate,2013
"Edward DeBartolo, Jr.",United States,66,2.7,shopping centers,2013
John Doerr,United States,61,2.7,venture capital,2013
Guo Guangchang,China,46,2.7,diversified,2013
Gunter Herz,Germany,72,2.7,coffee,2013
"Amos Hostetter, Jr.",United States,76,2.7,cable television,2013
Huang Rulun,China,61,2.7,real estate,2013
Michael & Marian Ilitch & family,United States,83,2.7,pizza,2013
Masatoshi Ito,Japan,88,2.7,retail,2013
"Jeremy Jacobs, Sr.",United States,73,2.7,sports concessions,2013
Jerry Jones,United States,70,2.7,Dallas Cowboys,2013
Manuel Jove,Spain,71,2.7,real estate,2013
Peter Kellogg,United States,70,2.7,investments,2013
Vincent Lo,Hong Kong,64,2.7,real estate,2013
Mary Alice Dorrance Malone,United States,63,2.7,Campbell Soup,2013
Daniel Mate,Spain,49,2.7,Glencore International,2013
Aristotelis Mistakidis,Greece,51,2.7,Glencore International,2013
Theo Mueller,Germany,73,2.7,dairies,2013
Elon Musk,United States,41,2.7,Tesla Motors,2013
Kerr Neilson,Australia,63,2.7,finance,2013
"David Rockefeller, Sr.",United States,97,2.7,"Standard Oil, banking",2013
Warren Stephens,United States,56,2.7,investment banking,2013
Kelcy Warren,United States,57,2.7,pipelines,2013
Michael Ying,Hong Kong,63,2.7,retail,2013
Zhang Li,China,60,2.7,real estate,2013
Prince Sultan bin Mohammed bin Saud Al Kabeer,Saudi Arabia,59,2.6,dairy farms,2013
Marc Benioff,United States,48,2.6,business software,2013
David Bonderman,United States,70,2.6,leveraged buyouts,2013
Martin & Olivier Bouygues,France,-,2.6,"construction, media",2013
Thomas Bruch,Germany,62,2.6,food retailing,2013
Peter Buck,United States,82,2.6,Subway Restaurants,2013
John Caudwell,United Kingdom,60,2.6,mobile phones,2013
Jack Dangermond,United States,67,2.6,mapping software,2013
Edson de Godoy Bueno,Brazil,69,2.6,"hospitals, health care",2013
Fred DeLuca,United States,65,2.6,Subway Restaurants,2013
Philippe Foriel-Destezet,France,77,2.6,temp agency,2013
Phillip Frost,United States,76,2.6,pharmaceuticals,2013
William Fung,Hong Kong,65,2.6,sourcing,2013
Tom Gores,United States,48,2.6,private equity,2013
Huang Wei,China,53,2.6,real estate,2013
Daryl Katz,Canada,51,2.6,pharmacies,2013
Suna Kirac,Turkey,71,2.6,diversified,2013
Kuok Khoon Hong,Singapore,63,2.6,Palm Oil,2013
Kar Po Law,Hong Kong,65,2.6,hotels,2013
Rodney Lewis,United States,59,2.6,natural gas,2013
Friedhelm Loh,Germany,66,2.6,manufacturing,2013
Ana Maria Marcondes Penido Sant'Anna,Brazil,57,2.6,toll roads,2013
Philip Niarchos,Greece,59,2.6,art collection,2013
Rubens Ometto Silveira Mello,Brazil,63,2.6,"sugar, ethanol",2013
"Wilbur Ross, Jr.",United States,75,2.6,investments,2013
Malvinder & Shivinder Singh,India,40,2.6,healthcare,2013
David Sun,United States,61,2.6,computer hardware,2013
Nikolai Tsvetkov,Russia,52,2.6,banking,2013
John Tu,United States,72,2.6,computer hardware,2013
Chee Chen Tung & family,Hong Kong,71,2.6,shipping,2013
George Ty & family,Philippines,80,2.6,banking,2013
Ye Chenghai & family,Hong Kong,69,2.6,pharmaceuticals,2013
Zhang Zhidong,China,41,2.6,Internet,2013
Anita Zucker,United States,61,2.6,chemicals,2013
Chen Fashu,China,52,2.55,diversified,2013
Emilio Azcarraga Jean,Mexico,45,2.5,media,2013
Leon G. Cooperman,United States,69,2.5,hedge funds,2013
Henry Fong Yun Wah,Hong Kong,88,2.5,real estate,2013
Victor Fung & family,United States,67,2.5,trading company,2013
Han Chang-Woo & family,Japan,82,2.5,gaming,2013
Timothy Headington,United States,62,2.5,"oil & gas, investments",2013
Daniela Herz,Germany,59,2.5,coffee,2013
Hui Lin Chit,China,60,2.5,consumer products,2013
Erman Ilicak,Turkey,45,2.5,construction,2013
Alicia Koplowitz,Spain,58,2.5,construction,2013
Ziyad Manasir,Russia,47,2.5,construction,2013
Siegfried Meister,Germany,75,2.5,appliances,2013
A. Jerrold Perenchio,United States,82,2.5,television,2013
Sebastian Pinera,Chile,63,2.5,investments,2013
Anders Holch Povlsen,Denmark,40,2.5,retail,2013
Paul Ramsay,Australia,77,2.5,hospitals,2013
Phillip Ruffin,United States,77,2.5,"casinos, real estate",2013
Naguib Sawiris,Egypt,58,2.5,telecom,2013
Peter Sondakh,Indonesia,61,2.5,investments,2013
Sze Man Bok,China,63,2.5,consumer products,2013
Tong Jinquan,China,58,2.5,real estate,2013
Ty Warner,United States,69,2.5,Beanie Babies,2013
John Whittaker,United Kingdom,70,2.5,real estate,2013
H. Wayne Huizenga,United States,75,2.45,investments,2013
Yvonne Bauer & family,Germany,35,2.4,Bauer Media Group,2013
Clive Calder,United Kingdom,66,2.4,record label,2013
Subhash Chandra,India,62,2.4,media,2013
Mark Cuban,United States,54,2.4,online media,2013
Dulce Pugliese de Godoy Bueno,Brazil,65,2.4,"hospitals, health care",2013
Rafael Del Pino y Calvo-Sotelo,Spain,54,2.4,construction,2013
"John Dorrance, III.",Ireland,69,2.4,Campbell Soup,2013
Jaime Gilinski Bacal,Colombia,55,2.4,banking,2013
Desh Bandhu Gupta,India,75,2.4,pharmaceuticals,2013
Bahaa Hariri,Lebanon,46,2.4,"real estate, investments, logistics",2013
Vyacheslav Kantor,Russia,59,2.4,"fertilizer, real estate",2013
Mehmet Emin Karamehmet,Turkey,68,2.4,"telecom, diversified",2013
Danil Khachaturov,Russia,41,2.4,"insurance, banking, real estate",2013
Randal Kirk,United States,59,2.4,pharmaceuticals,2013
Ihor Kolomoyskyy,Ukraine,50,2.4,"banking, investments",2013
George Lindemann & family,United States,76,2.4,investments,2013
Niels Peter Louis-Hansen,Denmark,65,2.4,medical devices,2013
David Murdock,United States,89,2.4,"Dole, real estate",2013
Igor Olenicoff,United States,70,2.4,real estate,2013
Isaac Perlmutter,United States,70,2.4,Marvel,2013
"Robert Rich, Jr.",United States,72,2.4,frozen foods,2013
Moise Safra,Brazil,78,2.4,banking,2013
Alexandra Schorghuber,Germany,54,2.4,real estate,2013
Rufino Vigil Gonzalez,Mexico,64,2.4,steel,2013
Wang Yusuo & family,China,48,2.4,energy,2013
Cher Wang Wenchi Chen,Taiwan,55,2.4,HTC,2013
Kamil Yazici,Turkey,84,2.4,"beverages, diversified",2013
Mortimer Zuckerman,United States,75,2.4,"real estate, media",2013
Mohammed Al Issa,Saudi Arabia,88,2.3,investments,2013
Hubert Burda,Germany,73,2.3,publishing,2013
Jose and Francisco Jose Calderon Rojas,Mexico,58,2.3,beverages,2013
"Austen Cargill, II.",United States,62,2.3,Cargill Inc.,2013
"James Cargill, II.",United States,63,2.3,Cargill Inc.,2013
Jim Davis & family,United States,69,2.3,New Balance,2013
Ray Dolby,United States,80,2.3,Dolby Laboratories,2013
Ralph Dommermuth,Germany,49,2.3,internet service provider,2013
Alexander Dzhaparidze,Russia,57,2.3,oil services,2013
Jeff Greene,United States,58,2.3,"real estate, investments",2013
Bill Gross,United States,68,2.3,investments,2013
David Hains,Australia,82,2.3,finance,2013
Peter Hargreaves,United Kingdom,66,2.3,financial services,2013
Henry Hillman,United States,94,2.3,investments,2013
Vladimir Kim,Kazakhstan,52,2.3,mining,2013
Robert Kraft,United States,71,2.3,New England Patriots,2013
Angela Leong,Hong Kong,51,2.3,gaming,2013
Marianne Liebmann,United States,59,2.3,"Cargill, Inc.",2013
Alexander Mamut,Russia,53,2.3,investments,2013
Masahiro Miki,Japan,57,2.3,retail,2013
Michael Milken,United States,66,2.3,investments,2013
Robert Miller,Canada,67,2.3,retail,2013
Pan Zhengmin & family,China,43,2.3,electronics,2013
Tor Peterson,United States,48,2.3,Glencore International,2013
Thomas Pritzker,United States,62,2.3,"hotels, investments",2013
Richard Rainwater,United States,68,2.3,"real estate, energy, insurance",2013
Kerry Stokes,Australia,72,2.3,media,2013
Wang Chuanfu,China,47,2.3,"batteries, autos",2013
Zhu Xingliang,China,53,2.3,interior decorating,2013
Abdullah Al Rajhi,Saudi Arabia,-,2.2,banking,2013
"Herbert Allen, Jr. & family",United States,73,2.2,investment banking,2013
Nadhmi Auchi,United Kingdom,75,2.2,real estate,2013
Juan Fernando Belmont Anderson,Peru,69,2.2,cosmetics,2013
Neil Bluhm,United States,75,2.2,real estate,2013
Chu Mang Yee & family,China,53,2.2,real estate,2013
Christian & Olivier Courtin-Clarins & family,France,59,2.2,Clarins,2013
John de Mol,Netherlands,57,2.2,TV,2013
John Fisher,United States,51,2.2,Gap,2013
Fu Liquan & family,China,45,2.2,electronics,2013
Dan Gertler,Israel,39,2.2,mining,2013
Esther Grether & family,Switzerland,77,2.2,"art collection, Swatch",2013
Indu Jain,India,76,2.2,media,2013
Jiang Bin,China,46,2.2,electronics,2013
Li Shufu,China,49,2.2,automobiles,2013
Li Sze Lim,Hong Kong,56,2.2,real estate,2013
Mohamed Mansour,Egypt,65,2.2,diversified,2013
Michael Moritz,United States,58,2.2,venture capital,2013
Brijmohan Lall Munjal,India,89,2.2,motorcycles,2013
Viktor Nusenkis,Russia,59,2.2,"coal, metallurgy",2013
Dmitry Pumpyansky,Russia,48,2.2,steel pipes,2013
Stewart and Lynda Resnick,United States,-,2.2,"agriculture, water",2013
Eduardo Saverin,Brazil,30,2.2,Facebook,2013
Maria-Elisabeth & Georg Schaeffler,Germany,-,2.2,ball bearings,2013
Michael & Rainer Schmidt-Ruthenbeck,Germany,-,2.2,retail,2013
"Walter Scott, Jr.",United States,81,2.2,"construction, telecom",2013
Shen Guojun,China,50,2.2,retail,2013
Herbert Simon,United States,78,2.2,real estate,2013
"Clemmie Spangler, Jr.",United States,80,2.2,investments,2013
Suh Kyung-Bae,South Korea,50,2.2,Amorepacific,2013
Yitzhak Tshuva,Israel,64,2.2,real estate,2013
Bulat Utemuratov,Kazakhstan,55,2.2,"mining, banking, hotels",2013
"William Wrigley, Jr.",United States,49,2.2,chewing gum,2013
Xu Jingren & family,China,68,2.2,pharmaceuticals,2013
Juan Abello,Spain,71,2.1,investments,2013
Joao Alves de Queiroz Filho,Brazil,60,2.1,consumer goods,2013
Alex Beard,United Kingdom,45,2.1,Glencore International,2013
Bernard Broermann,Germany,69,2.1,healthcare,2013
Miloud Chaabi,Morocco,84,2.1,real estate,2013
Patokh Chodiev,Belgium,60,2.1,"mining, metals",2013
Silas Chou,Hong Kong,66,2.1,apparel,2013
Mark Coombs,United Kingdom,52,2.1,finance,2013
James Coulter,United States,53,2.1,leveraged buyouts,2013
Jean Claude Gandur,Switzerland,64,2.1,"oil trading, exploration",2013
Gao Dekang & family,China,61,2.1,apparel,2013
Joshua Harris,United States,48,2.1,private equity,2013
Eduardo Hochschild,Peru,49,2.1,"inherited, mining",2013
Stanley Hubbard,United States,79,2.1,DirecTV,2013
Alijan Ibragimov,Kazakhstan,59,2.1,"mining, metals",2013
Ajay Kalsi,India,-,2.1,oil,2013
Min Kao,United States,64,2.1,navigation equipment,2013
Alexander Machkevich,Israel,59,2.1,"mining, metals",2013
Vadim Moshkovich,Russia,45,2.1,"agriculture, development",2013
Or Wai Sheun,Hong Kong,61,2.1,real estate,2013
Pankaj Patel,India,59,2.1,pharmaceuticals,2013
Stanley Perron,Australia,90,2.1,real estate,2013
Alexander Ponomarenko,Russia,48,2.1,port,2013
Nicolas Puech,France,70,2.1,Hermes,2013
Qiu Guanghe & family,China,61,2.1,retail,2013
Marc Rowan,United States,51,2.1,private equity,2013
Alexander Skorobogatko,Russia,45,2.1,port,2013
Frederick Smith,United States,68,2.1,FedEx,2013
Sylvia Stroher,Germany,57,2.1,cosmetics,2013
Lawrence Stroll,Canada,53,2.1,retail,2013
T.Y. Tsai,Taiwan,-,2.1,finance,2013
Zhou Chengjian,China,47,2.1,retail,2013
George Argyros,United States,76,2,"real estate, investments",2013
Andrej Babis,Czech Republic,58,2,agriculture,2013
Rahul Bajaj,India,74,2,motorcycles,2013
Edward Bass,United States,68,2,"oil, investments",2013
Lee Bass,United States,56,2,"oil, investments",2013
Alberto Benavides & family,Peru,92,2,mining,2013
Carlo Benetton,Italy,69,2,Benetton,2013
Gilberto Benetton,Italy,71,2,Benetton,2013
Giuliana Benetton,Italy,75,2,Benetton,2013
Luciano Benetton,Italy,77,2,Benetton,2013
Nicolas Berggruen,United States,51,2,investments,2013
Charles Bronfman,Canada,81,2,liquor,2013
Eva Maria Bucher-Haefner,Switzerland,56,2,Computer Associates,2013
Andrew & Peggy Cherng,United States,-,2,Panda Restaurant Group,2013
Chey Tae-Won,South Korea,52,2,SK,2013
Lucio and Susan Co,Philippines,-,2,retailing,2013
Bharat Desai & family,United States,60,2,outsourcing,2013
Domenico Dolce,Italy,54,2,Dolce & Gabbana,2013
Isabel dos Santos,Angola,40,2,investments,2013
Judy Faulkner,United States,69,2,health IT,2013
Carlo Fidani,Canada,58,2,real estate,2013
Alexander Frolov,Russia,48,2,"mining, steel",2013
Stefano Gabbana,Italy,50,2,Dolce & Gabbana,2013
Gordon Getty,United States,79,2,Getty Oil,2013
Martin Haefner,Switzerland,59,2,"technology, investments",2013
He Qiaonv & family,China,47,2,landscape architecture,2013
Igor Kesaev,Russia,46,2,"tobacco distribution, retail",2013
Wolfgang Leitner,Austria,59,2,engineering,2013
Edwin Leong,Hong Kong,62,2,real estate,2013
Peter Lim,Singapore,59,2,investments,2013
Yasseen Mansour,Egypt,51,2,diversified,2013
Richard Marriott,United States,74,2,hotels,2013
George Mitchell,United States,93,2,oil & gas,2013
Martin Naughton,Ireland,73,2,heating equipment,2013
Lirio Parisotto,Brazil,59,2,investments,2013
Sean Parker,United States,33,2,Facebook,2013
Richard Peery,United States,74,2,real estate,2013
Michael Pieper,Switzerland,67,2,kitchen appliances,2013
Rajan Raheja & family,India,58,2,diversified,2013
Onsi Sawiris,Egypt,83,2,"construction, telecom",2013
Shin Chang-Jae,South Korea,59,2,Kyobo Life Insurance,2013
Shin Dong-Bin,South Korea,58,2,Lotte,2013
Martua Sitorus,Indonesia,53,2,Palm Oil,2013
Michal Solowow,Poland,50,2,investments,2013
Tahir,Indonesia,60,2,diversified,2013
Ted Turner,United States,74,2,cable television,2013
Martin Viessmann,Germany,59,2,heating equipment,2013
Thongma Vijitpongpun,Thailand,54,2,real estate,2013
Zhang Zhirong,Hong Kong,44,2,shipbuilding,2013
Jean Coutu,Canada,85,1.95,pharmacies,2013
B. Wayne Hughes,United States,79,1.95,self storage,2013
Saleh Kamel,Saudi Arabia,71,1.95,diversified,2013
Ma Jianrong & family,China,49,1.95,"textile, apparel",2013
Youssef Mansour,Egypt,67,1.95,diversified,2013
Krit Ratanarak,Thailand,66,1.95,"media, real estate",2013
Romesh T. Wadhwani,United States,65,1.95,Software,2013
John Arrillaga,United States,75,1.9,real estate,2013
Ayman Asfari,United Kingdom,54,1.9,oil services,2013
Benu Gopal Bangur,India,81,1.9,cement,2013
Chao Teng-Hsiung,Taiwan,69,1.9,real estate,2013
Chu Lam Yiu,Hong Kong,43,1.9,flavorings,2013
Chung Mong-Joon,South Korea,61,1.9,HYUNDAI heavy indust,2013
Richard Desmond,United Kingdom,61,1.9,publishing,2013
Barry Diller,United States,71,1.9,IAC/InterActiveCorp,2013
Charles Dunstone,United Kingdom,49,1.9,mobile phones,2013
Gleb Fetisov,Russia,46,1.9,"telecom, finance",2013
Ken Fisher,United States,62,1.9,Money management,2013
Lindsay Fox,Australia,75,1.9,logistics,2013
Alec Gores,United States,59,1.9,private equity,2013
Carlos Hank Rhon & family,Mexico,65,1.9,banking,2013
Saad Hariri,Lebanon,42,1.9,"construction, investments",2013
Elie Horn,Brazil,69,1.9,real estate,2013
Johnelle Hunt,United States,81,1.9,trucking,2013
Michael Jaharis,United States,84,1.9,pharmaceuticals,2013
Brad Kelley,United States,56,1.9,tobacco,2013
Andrei Klyamko,Russia,51,1.9,steel,2013
Kenneth Langone,United States,77,1.9,investments,2013
Richard Li,Hong Kong,46,1.9,telecom,2013
Igor Makarov,Russia,50,1.9,gas,2013
Joe Mansueto,United States,56,1.9,investment research,2013
Clayton Mathile,United States,72,1.9,pet food,2013
Vadim Novinsky,Ukraine,49,1.9,steel,2013
Jose Isaac Peres,Brazil,72,1.9,shopping centers,2013
Jean (Gigi) Pritzker,United States,51,1.9,"hotels, investments",2013
Dirk Rossmann,Germany,66,1.9,drugstore chain,2013
Shin Dong-Joo,South Korea,59,1.9,Lotte,2013
Donald Sterling,United States,77,1.9,real estate,2013
Georg von Opel,Germany,46,1.9,real estate/investments,2013
Meg Whitman,United States,56,1.9,Ebay,2013
Liu Zhongtian,China,49,1.85,metal processors,2013
Prasert Prasarttong-Osoth,Thailand,79,1.85,hospitals,2013
John Pritzker,United States,60,1.85,"hotels, investments",2013
Penny Pritzker,United States,53,1.85,"hotels, investments",2013
Luis Enrique Yarur Rey,Chile,62,1.85,Empresas Juan Yarur S.A.C.,2013
Zhang Hongwei,China,58,1.85,diversified,2013
S. Daniel Abraham,United States,88,1.8,Slim-Fast,2013
Aras Agalarov,Russia,57,1.8,real estate,2013
Mikhail Balakin,Russia,51,1.8,construction,2013
Sid Bass,United States,70,1.8,"oil, investments",2013
Stephen Bisciotti,United States,52,1.8,"outsourcing, football",2013
Mario Brescia Cafferata & family,Peru,84,1.8,mining,2013
Chen Jianhua & family,China,42,1.8,chemicals,2013
Dermot Desmond,Ireland,62,1.8,finance,2013
Richard Elman & family,United Kingdom,73,1.8,commodities,2013
Eduardo Eurnekian,Argentina,70,1.8,"cable tv, agriculture",2013
Gerald J. Ford,United States,68,1.8,banking,2013
Robert Friedland,United States,62,1.8,mining,2013
Peter Gilgan,Canada,62,1.8,homebuilding,2013
Jimmy Haslam,United States,59,1.8,retail,2013
Hans-Werner Hector,Germany,73,1.8,SAP,2013
Roberto Hernandez Ramirez,Mexico,70,1.8,banking,2013
Guy Laliberte,Canada,53,1.8,Cirque du Soleil,2013
Guilherme Peirao Leal,Brazil,63,1.8,cosmetics,2013
"Drayton McLane, Jr.",United States,76,1.8,"Wal-Mart, logistics",2013
Robert McNair,United States,76,1.8,"energy, sports",2013
Mario Moretti Polegato,Italy,60,1.8,shoes,2013
Rishad Naoroji,India,61,1.8,Consumer goods,2013
Maja Oeri,Switzerland,58,1.8,Roche Holding,2013
Chandru Raheja,India,72,1.8,real estate,2013
Helena Revoredo,Spain,66,1.8,Prosegur Cia de Seguridad SA,2013
Leandro Rizzuto,United States,74,1.8,consumer products,2013
Teddy Sagi,Israel,41,1.8,Playtech,2013
Thomas Siebel,United States,60,1.8,business software,2013
Yoshikazu Tanaka,Japan,36,1.8,social networking,2013
Tiong Hiew King,Malaysia,78,1.8,timber,2013
Sandro Veronesi,Italy,53,1.8,Calzedonia,2013
Juan-Miguel Villar Mir,Spain,81,1.8,construction,2013
Dean White,United States,89,1.8,"billboards, hotels",2013
Wong Luen Hei,China,51,1.8,pipe manufacturing,2013
Hiroshi Yamauchi,Japan,85,1.8,Nintendo,2013
Zhu Gongshan,China,55,1.8,solar panel materials,2013
Igor Zyuzin,Russia,52,1.8,steel,2013
Jason Chang,Taiwan,68,1.75,electronics,2013
N. Murray Edwards,Canada,53,1.75,oil & gas,2013
Jayme Garfinkel & family,Brazil,66,1.75,insurance,2013
Rolf Gerling,Germany,58,1.75,insurance,2013
Valery Kogan,Russia,61,1.75,airport,2013
Lei Jun,China,43,1.75,smartphones,2013
Liao Long-Shing,Taiwan,-,1.75,petrochemicals,2013
Suhon Lin,Taiwan,85,1.75,petrochemicals,2013
"Bill Marriott, Jr.",United States,80,1.75,hotels,2013
David Nahmad,Monaco,65,1.75,art,2013
Daniel Pritzker,United States,54,1.75,"hotels, investments",2013
Roustam Tariko,Russia,50,1.75,banking,2013
Tseng Shin-Yi,Taiwan,85,1.75,petrochemicals,2013
Wei Ing-Chou,Taiwan,60,1.75,"food, beverages",2013
Alexei Ananyev,Russia,48,1.7,"banking, IT, real estate",2013
Dmitry Ananyev,Russia,44,1.7,"banking, IT, real estate",2013
Carl Bennet,Sweden,61,1.7,investments,2013
Henadiy Boholyubov,Ukraine,51,1.7,"banking, investments",2013
Ahmet Calik,Turkey,55,1.7,"energy, media, banking",2013
David Cheriton,Canada,61,1.7,Google,2013
Ennio Doris & family,Italy,72,1.7,insurance,2013
Bennett Dorrance,United States,67,1.7,Campbell Soup,2013
Glenn Dubin,United States,55,1.7,hedge funds,2013
Bulent Eczacibasi,Turkey,63,1.7,"pharmaceuticals, diversified",2013
Faruk Eczacibasi,Turkey,58,1.7,"pharmaceuticals, diversified",2013
Tilman Fertitta,United States,55,1.7,"restaurants, casinos",2013
David Filo,United States,46,1.7,Yahoo,2013
Thomas Friedkin,United States,77,1.7,Toyota distribution,2013
Reinold Geiger,Austria,65,1.7,beauty products,2013
Sam Goi,Singapore,64,1.7,frozen foods,2013
Noam Gottesman,United States,51,1.7,hedge funds,2013
"Jim Justice, II.",United States,61,1.7,coal,2013
Kim Jung-Ju,South Korea,45,1.7,Nexon,2013
Alexander Knaster,United States,54,1.7,"oil, telecom, banking",2013
Low Tuck Kwong,Indonesia,64,1.7,coal,2013
Hans Melchers,Netherlands,74,1.7,"chemicals, investments",2013
Rubens Menin Teixeira de Souza,Brazil,56,1.7,homebuilding,2013
Theodore Rachmat,Indonesia,69,1.7,coal,2013
Michael Rubin,United States,40,1.7,online retailing,2013
Deniz Sahenk,Turkey,67,1.7,"bank, media",2013
Henry Samueli,United States,58,1.7,semiconductors,2013
Anatoly Sedykh,Russia,48,1.7,steel pipes,2013
Thaksin Shinawatra & family,Thailand,63,1.7,"real estate, telecom",2013
Anatoly Skurov,Russia,60,1.7,"coal, fertilisers",2013
Song Zuowen,China,65,1.7,diversified,2013
Ronald Southern,Canada,82,1.7,"structures, utilities",2013
Hary Tanoesoedibjo,Indonesia,47,1.7,media,2013
Glen Taylor,United States,71,1.7,printing,2013
Mustafa Latif Topbas,Turkey,68,1.7,"food manufacturing, retail",2013
Wei Yin-Chun,Taiwan,56,1.7,"food, beverages",2013
Wei Yin-Heng,Taiwan,54,1.7,"food, beverages",2013
Wei Ying-Chiao,Taiwan,58,1.7,"food, beverages",2013
Elaine Wynn,United States,69,1.7,"casinos, hotels",2013
Zhong Sheng Jian,Singapore,55,1.7,real estate,2013
Abdulla Al Futtaim,United Arab Emirates,-,1.65,"auto dealers, investments",2013
David Gottesman,United States,86,1.65,investments,2013
Bruce Karsh,United States,57,1.65,private equity,2013
Lu Xiangyang,China,50,1.65,"automobile, investments",2013
Howard Marks,United States,66,1.65,money management,2013
Andrei Molchanov,Russia,41,1.65,construction materials,2013
Linda Pritzker,United States,59,1.65,"hotels, investments",2013
Kavitark Ram Shriram,United States,56,1.65,"venture capital, Google",2013
Gil Shwed,Israel,45,1.65,software,2013
Lina Maria Aguiar,Brazil,75,1.6,banking inheritance,2013
Ron Baron,United States,69,1.6,money management,2013
Arthur Blank,United States,70,1.6,Home Depot,2013
Norman Braman,United States,80,1.6,"art, car dealerships",2013
Alfred James Clark,United States,85,1.6,construction,2013
"Robert Coyiuto, Jr.",Philippines,60,1.6,power,2013
Ray Davis,United States,71,1.6,pipelines,2013
James Dinan,United States,53,1.6,hedge funds,2013
Robert Fisher,United States,59,1.6,Gap,2013
Mitchell Goldhar,Canada,51,1.6,real estate,2013
Tom Golisano,United States,71,1.6,payroll services,2013
Achmad Hamami & family,Indonesia,82,1.6,heavy equipment,2013
Richard Hayne,United States,65,1.6,Urban Outfitters,2013
Michael Hintze,Australia,59,1.6,finance,2013
Susan Hirt Hagen,United States,76,1.6,Erie Indemnity,2013
Alan Howard,United Kingdom,49,1.6,hedge funds,2013
Stephen Jarislowsky,Canada,87,1.6,money management,2013
Koo Bon-Moo,South Korea,68,1.6,LG,2013
Yuriy Kosiuk,Ukraine,44,1.6,agriculture,2013
Gary Magness,United States,59,1.6,"cable, investments",2013
"Stephen Mandel, Jr.",United States,56,1.6,hedge funds,2013
Craig McCaw,United States,63,1.6,telecom,2013
Tuncay Ozilhan,Turkey,65,1.6,"beverages, diversified",2013
Ajay Piramal,India,57,1.6,pharmaceuticals,2013
Murdaya Poo,Indonesia,72,1.6,diversified,2013
Petro Poroshenko,Ukraine,47,1.6,confectionery,2013
Stewart Rahr,United States,67,1.6,drug distribution,2013
Vito Rodriguez Rodriguez,Peru,74,1.6,processed milk,2013
Howard Schultz,United States,59,1.6,Starbucks,2013
Pat Stryker,United States,56,1.6,medical technology,2013
Djoko Susanto,Indonesia,63,1.6,retail,2013
Peter Thiel,United States,45,1.6,"Paypal, Facebook",2013
Joop van den Ende,Netherlands,71,1.6,TV,2013
Arne Wilhelmsen & family,Norway,82,1.6,Royal Caribbean,2013
Chen Jinxia,China,44,1.55,investments,2013
Michael Chiang,Taiwan,60,1.55,electronics,2013
Diego Della Valle,Italy,59,1.55,retail,2013
William Fisher,United States,55,1.55,Gap,2013
Vladimir Iorich,Germany,54,1.55,"mining, steel",2013
Irwin Jacobs,United States,79,1.55,Qualcomm,2013
Habil Khorakiwala,India,70,1.55,pharmaceuticals,2013
N.R. Narayana Murthy & family,India,66,1.55,software,2013
Ralph Sonnenberg,Netherlands,78,1.55,blinds,2013
Zdenek Bakala,Czech Republic,52,1.5,coal,2013
Marie Besnier Beauvalot,France,32,1.5,Lactalis,2013
Jean-Michel Besnier,France,45,1.5,Lactalis,2013
Manoj Bhargava,United States,60,1.5,5-Hour Energy,2013
Chang Yung Fa & family,Taiwan,85,1.5,transport,2013
Ciputra & family,Indonesia,81,1.5,real estate,2013
Scott Cook,United States,60,1.5,Intuit,2013
Ashwin Dani,India,70,1.5,paints,2013
William Erbey,United States,63,1.5,Ocwen Financial Corp.,2013
Fang Wei,China,39,1.5,manufacturing,2013
Victor Gradin & family,Brazil,80,1.5,construction,2013
Vladimir Gridin & family,Russia,57,1.5,"coal, railway transport",2013
Alfredo Harp Helu & family,Mexico,68,1.5,banking,2013
